,Reference,Tagged Entity,Class,Start position,End position,ToposText ID
447,urn:cts:latinLit:phi0978.phi001:4.12.1,Thebes,['place'],368,374,https://topostext.org/place/383233PThe
448,urn:cts:latinLit:phi0978.phi001:4.12.1,Cithaeron,['place'],401,410,https://topostext.org/place/382233LCit
449,urn:cts:latinLit:phi0978.phi001:4.12.1,Ismenus,['place'],426,433,https://topostext.org/place/383233WIsm
450,urn:cts:latinLit:phi0978.phi001:4.12.1,Boeotia,['place'],463,470,https://topostext.org/place/384233RBoi
451,urn:cts:latinLit:phi0978.phi001:4.12.1,Psamathe,,499,507,https://topostext.org/people/2133
452,urn:cts:latinLit:phi0978.phi001:4.12.1,Dirce,['place'],509,514,https://topostext.org/place/383233WDir
453,urn:cts:latinLit:phi0978.phi001:4.12.1,Arethusa,,526,534,https://topostext.org/people/2027
454,urn:cts:latinLit:phi0978.phi001:4.12.1,Hippocrene,['place'],536,546,https://topostext.org/place/383230WHip
455,urn:cts:latinLit:phi0978.phi001:4.12.1,Aganippe,,548,556,https://topostext.org/people/5411
456,urn:cts:latinLit:phi0978.phi001:4.12.1,Gargaphie,['place'],562,571,https://topostext.org/place/382233WGar
457,urn:cts:latinLit:phi0978.phi001:4.12.1,Mycalesos,['place'],619,628,https://topostext.org/place/384235PMyk
458,urn:cts:latinLit:phi0978.phi001:4.12.1,Hadylius,,630,638,https://topostext.org/people/7733
459,urn:cts:latinLit:phi0978.phi001:4.12.1,Acontius,['place'],644,652,https://topostext.org/place/385229LAko
460,urn:cts:latinLit:phi0978.phi001:4.12.1,Megara,['place'],682,688,https://topostext.org/place/380233PMeg
461,urn:cts:latinLit:phi0978.phi001:4.12.1,Thebes,['place'],693,699,https://topostext.org/place/383233PThe
462,urn:cts:latinLit:phi0978.phi001:4.12.1,Eleutherae,['place'],704,714,https://topostext.org/place/382234FEle
463,urn:cts:latinLit:phi0978.phi001:4.12.1,Haliartus,['place'],716,725,https://topostext.org/place/384231PHal
464,urn:cts:latinLit:phi0978.phi001:4.12.1,Plataeae,['place'],727,735,https://topostext.org/place/382233PPla
465,urn:cts:latinLit:phi0978.phi001:4.12.1,Pherae,['place'],737,743,https://topostext.org/place/384236PPha
466,urn:cts:latinLit:phi0978.phi001:4.12.1,Aspledon,['place'],745,753,https://topostext.org/place/385230UAsp
467,urn:cts:latinLit:phi0978.phi001:4.12.1,Hyle,['place'],755,759,https://topostext.org/place/385233UHyl
468,urn:cts:latinLit:phi0978.phi001:4.12.1,Thisbe,['place'],761,767,https://topostext.org/place/383230PThi
469,urn:cts:latinLit:phi0978.phi001:4.12.1,Erythrae,['place'],769,777,https://topostext.org/place/382234PEry
470,urn:cts:latinLit:phi0978.phi001:4.12.1,Glissas,['place'],779,786,https://topostext.org/place/384234UGli
471,urn:cts:latinLit:phi0978.phi001:4.12.1,Copae,['place'],792,797,https://topostext.org/place/385232PKop
472,urn:cts:latinLit:phi0978.phi001:4.12.1,Cephisus,['place'],814,822,https://topostext.org/place/388228WKep
473,urn:cts:latinLit:phi0978.phi001:4.12.1,Larymna,['place'],824,831,https://topostext.org/place/386233PLar
474,urn:cts:latinLit:phi0978.phi001:4.12.1,Anchoa,['place'],836,842,https://topostext.org/place/385233UAnc
475,urn:cts:latinLit:phi0978.phi001:4.12.1,Medeon,['place'],852,858,https://topostext.org/place/384232UMed
476,urn:cts:latinLit:phi0978.phi001:4.12.1,Phlygone,['place'],860,868,https://topostext.org/place/385227PPhl
477,urn:cts:latinLit:phi0978.phi001:4.12.1,Acraephia,['place'],870,879,https://topostext.org/place/385232PAkr
478,urn:cts:latinLit:phi0978.phi001:4.12.1,Coronea,['place'],881,888,https://topostext.org/place/384230PKor
479,urn:cts:latinLit:phi0978.phi001:4.12.1,Chaeronea,['place'],894,903,https://topostext.org/place/385228PCha
480,urn:cts:latinLit:phi0978.phi001:4.12.1,Thebes,['place'],935,941,https://topostext.org/place/383233PThe
481,urn:cts:latinLit:phi0978.phi001:4.12.1,Ocalea,['place'],947,953,https://topostext.org/place/384230UOka
482,urn:cts:latinLit:phi0978.phi001:4.12.1,Heleon,['place'],955,961,https://topostext.org/place/384235UHel
483,urn:cts:latinLit:phi0978.phi001:4.12.1,Scolos,['place'],963,969,https://topostext.org/place/383234PSko
484,urn:cts:latinLit:phi0978.phi001:4.12.1,Schoenos,['place'],971,979,https://topostext.org/place/384234USch
485,urn:cts:latinLit:phi0978.phi001:4.12.1,Peteon,['place'],981,987,https://topostext.org/place/384234UPet
486,urn:cts:latinLit:phi0978.phi001:4.12.1,Hyriae,['place'],989,995,https://topostext.org/place/385236UHyr
487,urn:cts:latinLit:phi0978.phi001:4.12.1,Mycalesos,['place'],997,1006,https://topostext.org/place/384235PMyk
488,urn:cts:latinLit:phi0978.phi001:4.12.1,Iresion,['place'],1008,1015,https://topostext.org/place/383235UEil
489,urn:cts:latinLit:phi0978.phi001:4.12.1,Pteleon,['place'],1017,1024,https://topostext.org/place/381236DPte
490,urn:cts:latinLit:phi0978.phi001:4.12.1,Tanagra,['place'],1038,1045,https://topostext.org/place/383236PTan
491,urn:cts:latinLit:phi0978.phi001:4.12.1,Euripus,['place'],1117,1124,https://topostext.org/place/385236WEur
492,urn:cts:latinLit:phi0978.phi001:4.12.1,Euboea,['place'],1168,1174,https://topostext.org/place/385239IEub
493,urn:cts:latinLit:phi0978.phi001:4.12.1,Aulis,['place'],1176,1181,https://topostext.org/place/384236UAul
494,urn:cts:latinLit:phi0978.phi001:4.12.1,Boeotians,['ethnic'],1224,1233,https://topostext.org/place/384233RBoi
495,urn:cts:latinLit:phi0978.phi001:4.12.2,Locrians,['ethnic'],30,38,https://topostext.org/place/388226REpi
496,urn:cts:latinLit:phi0978.phi001:4.12.2,Leleges,['ethnic'],78,85,https://topostext.org/place/398268RLel
497,urn:cts:latinLit:phi0978.phi001:4.12.2,Cephisus,['place'],119,127,https://topostext.org/place/388228WKep
498,urn:cts:latinLit:phi0978.phi001:4.12.2,Opus,['place'],178,182,https://topostext.org/place/386230POpo
499,urn:cts:latinLit:phi0978.phi001:4.12.2,Opuntian,['demonym'],199,207,https://topostext.org/place/386231ROpu
500,urn:cts:latinLit:phi0978.phi001:4.12.2,Cynos,['place'],233,238,https://topostext.org/place/387231PKyn
501,urn:cts:latinLit:phi0978.phi001:4.12.2,Daphnus,['place'],240,247,https://topostext.org/place/387229UDap
502,urn:cts:latinLit:phi0978.phi001:4.12.2,Phocis,['place'],268,274,https://topostext.org/place/386227RPho
503,urn:cts:latinLit:phi0978.phi001:4.12.2,Locris,['place'],316,322,https://topostext.org/place/386231ROpu
504,urn:cts:latinLit:phi0978.phi001:4.12.2,Elatea,['place'],326,332,https://topostext.org/place/386228PEla
505,urn:cts:latinLit:phi0978.phi001:4.12.2,Cephisus,['place'],358,366,https://topostext.org/place/388228WKep
506,urn:cts:latinLit:phi0978.phi001:4.12.2,Lilaea,['place'],398,404,https://topostext.org/place/386225PLil
507,urn:cts:latinLit:phi0978.phi001:4.12.2,Delphi,['place'],418,424,https://topostext.org/place/385225SDel
508,urn:cts:latinLit:phi0978.phi001:4.12.2,Cnemis,['place'],426,432,https://topostext.org/place/388228LKne
509,urn:cts:latinLit:phi0978.phi001:4.12.2,Hyampolis,['place'],437,446,https://topostext.org/place/386229PHya
510,urn:cts:latinLit:phi0978.phi001:4.12.2,Locrians,['ethnic'],477,485,https://topostext.org/place/386231ROpu
511,urn:cts:latinLit:phi0978.phi001:4.12.2,Larymna,['place'],491,498,https://topostext.org/place/386233PLar
512,urn:cts:latinLit:phi0978.phi001:4.12.2,Thronium,['place'],504,512,https://topostext.org/place/388227PThr
513,urn:cts:latinLit:phi0978.phi001:4.12.2,Boagrius,['place'],540,548,https://topostext.org/place/388227WBoa
514,urn:cts:latinLit:phi0978.phi001:4.12.2,Narycion,['place'],584,592,https://topostext.org/place/387227PNar
515,urn:cts:latinLit:phi0978.phi001:4.12.2,Alope,['place'],594,599,https://topostext.org/place/388229PAlo
516,urn:cts:latinLit:phi0978.phi001:4.12.2,Scarphia,['place'],605,613,https://topostext.org/place/388227PSka
517,urn:cts:latinLit:phi0978.phi001:4.12.2,Maliac,['place'],664,670,https://topostext.org/place/389226WMal
518,urn:cts:latinLit:phi0978.phi001:4.12.2,Halcyone,,736,744,https://topostext.org/people/2108
519,urn:cts:latinLit:phi0978.phi001:4.12.2,Phalara,['place'],758,765,https://topostext.org/place/389226UPha
520,urn:cts:latinLit:phi0978.phi001:4.13.1,Doris,['place'],17,22,https://topostext.org/place/387224RDor
521,urn:cts:latinLit:phi0978.phi001:4.13.1,Sperchios,['place'],48,57,https://topostext.org/place/389220FSpe
522,urn:cts:latinLit:phi0978.phi001:4.13.1,Erineon,['place'],59,66,https://topostext.org/place/387224PEri
523,urn:cts:latinLit:phi0978.phi001:4.13.1,Boion,['place'],68,73,https://topostext.org/place/387224PBoi
524,urn:cts:latinLit:phi0978.phi001:4.13.1,Pindus,['place'],75,81,https://topostext.org/place/387224PAky
525,urn:cts:latinLit:phi0978.phi001:4.13.1,Cytinum,['place'],87,94,https://topostext.org/place/387225PKyt
526,urn:cts:latinLit:phi0978.phi001:4.13.1,Doris,['place'],104,109,https://topostext.org/place/387224RDor
527,urn:cts:latinLit:phi0978.phi001:4.13.1,Oita,['place'],121,125,https://topostext.org/place/388223LOit
528,urn:cts:latinLit:phi0978.phi001:4.14.1,Haemonia,['place'],21,29,https://topostext.org/place/394223RThs
529,urn:cts:latinLit:phi0978.phi001:4.14.1,Hellas,,131,137,https://topostext.org/people/17343
530,urn:cts:latinLit:phi0978.phi001:4.14.1,Thessaly,['place'],139,147,https://topostext.org/place/394223RThs
531,urn:cts:latinLit:phi0978.phi001:4.14.1,Dryopis,['place'],153,160,https://topostext.org/place/392210RDry
532,urn:cts:latinLit:phi0978.phi001:4.14.1,Graecus,,253,260,https://topostext.org/people/1870
533,urn:cts:latinLit:phi0978.phi001:4.14.1,Hellen,,321,327,https://topostext.org/people/1732
534,urn:cts:latinLit:phi0978.phi001:4.14.1,Homer,,387,392,https://topostext.org/people/9
535,urn:cts:latinLit:phi0978.phi001:4.14.1,Myrmidones,,430,440,https://topostext.org/people/3641
536,urn:cts:latinLit:phi0978.phi001:4.14.2,Doris,['place'],77,82,https://topostext.org/place/387224RDor
537,urn:cts:latinLit:phi0978.phi001:4.14.2,Phthiotae,['ethnic'],94,103,https://topostext.org/place/393223RPht
538,urn:cts:latinLit:phi0978.phi001:4.14.2,Echinus,['place'],121,128,https://topostext.org/place/389227PEch
539,urn:cts:latinLit:phi0978.phi001:4.14.2,Sperchius,['place'],156,165,https://topostext.org/place/389225WSpe
540,urn:cts:latinLit:phi0978.phi001:4.14.2,Thermopylae,['place'],210,221,https://topostext.org/place/388225FThe
541,urn:cts:latinLit:phi0978.phi001:4.14.2,Heraclea,['place'],223,231,https://topostext.org/place/388224PHer
542,urn:cts:latinLit:phi0978.phi001:4.14.2,Trachin,,268,275,https://topostext.org/people/6030
543,urn:cts:latinLit:phi0978.phi001:4.14.2,Callidromus,['place'],295,306,https://topostext.org/place/388226FKal
544,urn:cts:latinLit:phi0978.phi001:4.14.2,Hellas,,336,342,https://topostext.org/people/17343
545,urn:cts:latinLit:phi0978.phi001:4.14.2,Halos,['place'],344,349,https://topostext.org/place/391228PHal
546,urn:cts:latinLit:phi0978.phi001:4.14.2,Lamia,['place'],351,356,https://topostext.org/place/389224PLam
547,urn:cts:latinLit:phi0978.phi001:4.14.2,Phthia,['place'],358,364,https://topostext.org/place/393223RPht
548,urn:cts:latinLit:phi0978.phi001:4.14.2,Arne,['place'],370,374,https://topostext.org/place/385229UArn
549,urn:cts:latinLit:phi0978.phi001:4.15.1,Thessaly,['place'],30,38,https://topostext.org/place/394223RThs
550,urn:cts:latinLit:phi0978.phi001:4.15.1,Orchomenus,['place'],42,52,https://topostext.org/place/385230POrc
551,urn:cts:latinLit:phi0978.phi001:4.15.1,Minyan,,74,80,https://topostext.org/people/11039
552,urn:cts:latinLit:phi0978.phi001:4.15.1,Atrax,['place'],129,134,https://topostext.org/place/396222PAtr
553,urn:cts:latinLit:phi0978.phi001:4.15.1,Pelinna,['place'],140,147,https://topostext.org/place/396220PPel
554,urn:cts:latinLit:phi0978.phi001:4.15.1,Hyperia,['place'],165,172,https://topostext.org/place/394227WHyp
555,urn:cts:latinLit:phi0978.phi001:4.15.1,Pherae,['place'],192,198,https://topostext.org/place/394228PPhe
556,urn:cts:latinLit:phi0978.phi001:4.15.1,Pieria,['place'],224,230,https://topostext.org/place/402225RPie
557,urn:cts:latinLit:phi0978.phi001:4.15.1,Macedonia,['place'],245,254,https://topostext.org/place/408225RMak
558,urn:cts:latinLit:phi0978.phi001:4.15.1,Larisa,['place'],256,262,https://topostext.org/place/396224PLar
559,urn:cts:latinLit:phi0978.phi001:4.15.1,Gomphi,['place'],264,270,https://topostext.org/place/394217PGom
560,urn:cts:latinLit:phi0978.phi001:4.15.1,Thebes,['place'],272,278,https://topostext.org/place/393228PThe
561,urn:cts:latinLit:phi0978.phi001:4.15.1,Thessaly,['place'],282,290,https://topostext.org/place/394223RThs
562,urn:cts:latinLit:phi0978.phi001:4.15.1,Pteleon,['place'],305,312,https://topostext.org/place/390230UPte
563,urn:cts:latinLit:phi0978.phi001:4.15.1,Pagasa,['place'],326,332,https://topostext.org/place/393230WPag
564,urn:cts:latinLit:phi0978.phi001:4.15.1,Pagasa,['place'],346,352,https://topostext.org/place/393229PPag
565,urn:cts:latinLit:phi0978.phi001:4.15.1,Demetrias,['place'],382,391,https://topostext.org/place/393229UDem
566,urn:cts:latinLit:phi0978.phi001:4.15.1,Pharsalia,['place'],407,416,https://topostext.org/place/393224UPha
567,urn:cts:latinLit:phi0978.phi001:4.15.1,Crannon,['place'],452,459,https://topostext.org/place/395223UKra
568,urn:cts:latinLit:phi0978.phi001:4.15.1,Phthiotis,['place'],490,499,https://topostext.org/place/393223RPht
569,urn:cts:latinLit:phi0978.phi001:4.15.1,Nymphaeus,,504,513,https://topostext.org/people/3056
570,urn:cts:latinLit:phi0978.phi001:4.15.1,Bermius,['place'],598,605,https://topostext.org/place/405220LBor
571,urn:cts:latinLit:phi0978.phi001:4.15.1,Thessaly,['place'],653,661,https://topostext.org/place/394223RThs
572,urn:cts:latinLit:phi0978.phi001:4.15.1,Cercetii,,714,722,https://topostext.org/people/9102
573,urn:cts:latinLit:phi0978.phi001:4.15.1,Olympus,['place'],724,731,https://topostext.org/place/401224LOly
574,urn:cts:latinLit:phi0978.phi001:4.15.1,Pierus,,733,739,https://topostext.org/people/2686
575,urn:cts:latinLit:phi0978.phi001:4.15.1,Ossa,['place'],745,749,https://topostext.org/place/398227LOss
576,urn:cts:latinLit:phi0978.phi001:4.15.1,Pindus,['place'],778,784,https://topostext.org/place/400208LPin
577,urn:cts:latinLit:phi0978.phi001:4.15.1,Othrys,['place'],789,795,https://topostext.org/place/390227LOth
578,urn:cts:latinLit:phi0978.phi001:4.15.1,Lapithae,,815,823,https://topostext.org/people/721
579,urn:cts:latinLit:phi0978.phi001:4.15.1,Pelion,['place'],864,870,https://topostext.org/place/394230LPel
580,urn:cts:latinLit:phi0978.phi001:4.15.1,Thessaly,['place'],1036,1044,https://topostext.org/place/394223RThs
581,urn:cts:latinLit:phi0978.phi001:4.15.1,Apidanus,['place'],1053,1061,https://topostext.org/place/393223WApi
582,urn:cts:latinLit:phi0978.phi001:4.15.1,Phoenix,,1067,1074,https://topostext.org/people/13053
583,urn:cts:latinLit:phi0978.phi001:4.15.1,Enipeus,['place'],1080,1087,https://topostext.org/place/393223WEni
584,urn:cts:latinLit:phi0978.phi001:4.15.1,Onochonus,['place'],1093,1102,https://topostext.org/place/393218WOno
585,urn:cts:latinLit:phi0978.phi001:4.15.1,Pamisos,['place'],1112,1119,https://topostext.org/place/394217WPam
586,urn:cts:latinLit:phi0978.phi001:4.15.1,Messeis,,1151,1158,https://topostext.org/people/5789
587,urn:cts:latinLit:phi0978.phi001:4.15.1,Boebeis,['place'],1173,1180,https://topostext.org/place/395228WBoi
588,urn:cts:latinLit:phi0978.phi001:4.15.1,Peneus,['place'],1192,1198,https://topostext.org/place/399227WPen
589,urn:cts:latinLit:phi0978.phi001:4.15.1,Gomphi,['place'],1261,1267,https://topostext.org/place/394217PGom
590,urn:cts:latinLit:phi0978.phi001:4.15.1,Ossa,['place'],1313,1317,https://topostext.org/place/398227LOss
591,urn:cts:latinLit:phi0978.phi001:4.15.1,Olympus,['place'],1322,1329,https://topostext.org/place/401224LOly
592,urn:cts:latinLit:phi0978.phi001:4.15.1,Tempe,['place'],1497,1502,https://topostext.org/place/399227LTem
593,urn:cts:latinLit:phi0978.phi001:4.15.1,Peneus,['place'],1750,1756,https://topostext.org/place/399227WPen
594,urn:cts:latinLit:phi0978.phi001:4.15.1,Peneus,['place'],1927,1933,https://topostext.org/place/399227WPen
595,urn:cts:latinLit:phi0978.phi001:4.15.1,Orcus,,1953,1958,https://topostext.org/people/1891
596,urn:cts:latinLit:phi0978.phi001:4.15.1,Homer,,2076,2081,https://topostext.org/people/9
597,urn:cts:latinLit:phi0978.phi001:4.15.1,Furies,,2223,2229,https://topostext.org/people/1744
598,urn:cts:latinLit:phi0978.phi001:4.16.1,Thessaly,['place'],23,31,https://topostext.org/place/394223RThs
599,urn:cts:latinLit:phi0978.phi001:4.16.1,Magnesia,['place'],32,40,https://topostext.org/place/397227RMag
600,urn:cts:latinLit:phi0978.phi001:4.16.1,Libethra,['place'],76,84,https://topostext.org/place/400225PLei
601,urn:cts:latinLit:phi0978.phi001:4.16.1,Iolcos,['place'],96,102,https://topostext.org/place/394230UIol
602,urn:cts:latinLit:phi0978.phi001:4.16.1,Ormenium,['place'],104,112,https://topostext.org/place/394230UOrm
603,urn:cts:latinLit:phi0978.phi001:4.16.1,Pyrrha,,114,120,https://topostext.org/people/1196
604,urn:cts:latinLit:phi0978.phi001:4.16.1,Methone,['place'],122,129,https://topostext.org/place/393231UMet
605,urn:cts:latinLit:phi0978.phi001:4.16.1,Olizon,['place'],131,137,https://topostext.org/place/391232UOli
606,urn:cts:latinLit:phi0978.phi001:4.16.1,Sepias,['place'],157,163,https://topostext.org/place/391232LSep
607,urn:cts:latinLit:phi0978.phi001:4.16.1,Castana,['place'],175,182,https://topostext.org/place/396229UKas
608,urn:cts:latinLit:phi0978.phi001:4.16.1,Spalathra,['place'],187,196,https://topostext.org/place/392232USpa
609,urn:cts:latinLit:phi0978.phi001:4.16.1,Aeantium,['place'],213,221,https://topostext.org/place/393233LAia
610,urn:cts:latinLit:phi0978.phi001:4.16.1,Meliboea,['place'],233,241,https://topostext.org/place/397228UMel
611,urn:cts:latinLit:phi0978.phi001:4.16.1,Rhizus,['place'],243,249,https://topostext.org/place/398228URhi
612,urn:cts:latinLit:phi0978.phi001:4.16.1,Erymnae,,255,262,https://topostext.org/people/9358
613,urn:cts:latinLit:phi0978.phi001:4.16.1,Eurymenai,['place'],264,273,https://topostext.org/place/398228PEur
614,urn:cts:latinLit:phi0978.phi001:4.16.1,Peneus,['place'],293,299,https://topostext.org/place/399227WPen
615,urn:cts:latinLit:phi0978.phi001:4.16.1,Homolium,['place'],311,319,https://topostext.org/place/399227UHom
616,urn:cts:latinLit:phi0978.phi001:4.16.1,Orthe,['place'],321,326,https://topostext.org/place/397222UOrt
617,urn:cts:latinLit:phi0978.phi001:4.16.1,Iresiae,['place'],328,335,https://topostext.org/place/390220UIre
618,urn:cts:latinLit:phi0978.phi001:4.16.1,Phalanna,['place'],346,354,https://topostext.org/place/397224UPha
619,urn:cts:latinLit:phi0978.phi001:4.16.1,Thaumacie,['place'],357,366,https://topostext.org/place/391223PTha
620,urn:cts:latinLit:phi0978.phi001:4.16.1,Gyrton,['place'],368,374,https://topostext.org/place/398226UGyr
621,urn:cts:latinLit:phi0978.phi001:4.16.1,Crannon,['place'],376,383,https://topostext.org/place/395223UKra
622,urn:cts:latinLit:phi0978.phi001:4.16.1,Dotion,['place'],394,400,https://topostext.org/place/398228LDot
623,urn:cts:latinLit:phi0978.phi001:4.16.1,Melite,['place'],402,408,https://topostext.org/place/390225UMel
624,urn:cts:latinLit:phi0978.phi001:4.16.1,Phylace,['place'],410,417,https://topostext.org/place/393228PPhy
625,urn:cts:latinLit:phi0978.phi001:4.16.1,Potniae,['place'],423,430,https://topostext.org/place/383233PPot
626,urn:cts:latinLit:phi0978.phi001:4.16.1,Epirus,['place'],446,452,https://topostext.org/place/395205REpe
627,urn:cts:latinLit:phi0978.phi001:4.16.1,Achaia,['place'],454,460,https://topostext.org/place/382219RAch
628,urn:cts:latinLit:phi0978.phi001:4.16.1,Attica,['place'],462,468,https://topostext.org/place/379239RAtt
629,urn:cts:latinLit:phi0978.phi001:4.16.1,Thessaly,['place'],474,482,https://topostext.org/place/394223RThs
630,urn:cts:latinLit:phi0978.phi001:4.17.1,Macedonia,['place'],21,30,https://topostext.org/place/408225RMak
631,urn:cts:latinLit:phi0978.phi001:4.17.1,Emathia,['place'],172,179,https://topostext.org/place/406223REma
632,urn:cts:latinLit:phi0978.phi001:4.17.1,Epirus,['place'],220,226,https://topostext.org/place/395205REpe
633,urn:cts:latinLit:phi0978.phi001:4.17.1,Magnesia,['place'],262,270,https://topostext.org/place/397227RMag
634,urn:cts:latinLit:phi0978.phi001:4.17.1,Thessaly,['place'],275,283,https://topostext.org/place/394223RThs
635,urn:cts:latinLit:phi0978.phi001:4.17.1,Dardani,['ethnic'],328,335,https://topostext.org/place/420313RDar
636,urn:cts:latinLit:phi0978.phi001:4.17.1,Paeonia,['place'],337,344,https://topostext.org/place/415220RPai
637,urn:cts:latinLit:phi0978.phi001:4.17.1,Pelagonia,['place'],349,358,https://topostext.org/place/413216UPel
638,urn:cts:latinLit:phi0978.phi001:4.17.1,Triballi,['ethnic'],395,403,https://topostext.org/place/425220RTri
639,urn:cts:latinLit:phi0978.phi001:4.17.1,Aegiae,['place'],419,425,https://topostext.org/place/405223PAig
640,urn:cts:latinLit:phi0978.phi001:4.17.1,Beroea,['place'],473,479,https://topostext.org/place/405222PBer
641,urn:cts:latinLit:phi0978.phi001:4.17.1,Pieria,['place'],508,514,https://topostext.org/place/402225RPie
642,urn:cts:latinLit:phi0978.phi001:4.17.1,Aiginium,['place'],544,552,https://topostext.org/place/398214UAig
643,urn:cts:latinLit:phi0978.phi001:4.17.1,Heraclea,['place'],573,581,https://topostext.org/place/400226PHer
644,urn:cts:latinLit:phi0978.phi001:4.17.1,Pydna,['place'],614,619,https://topostext.org/place/404226PPyd
645,urn:cts:latinLit:phi0978.phi001:4.17.1,Aloros,['place'],624,630,https://topostext.org/place/406226PAlo
646,urn:cts:latinLit:phi0978.phi001:4.17.1,Haliacmon,['place'],646,655,https://topostext.org/place/403218WHal
647,urn:cts:latinLit:phi0978.phi001:4.17.1,Vallaei,['ethnic'],695,702,https://topostext.org/place/402224UBal
648,urn:cts:latinLit:phi0978.phi001:4.17.1,Cyrrhestae,['ethnic'],723,733,https://topostext.org/place/408223UKyr
649,urn:cts:latinLit:phi0978.phi001:4.17.1,Tyrissaei,['ethnic'],739,748,https://topostext.org/place/408224UTyr
650,urn:cts:latinLit:phi0978.phi001:4.17.1,Pella,['place'],764,769,https://topostext.org/place/408225PPel
651,urn:cts:latinLit:phi0978.phi001:4.17.1,Stobi,['place'],775,780,https://topostext.org/place/416220USto
652,urn:cts:latinLit:phi0978.phi001:4.17.1,Antigonea,['place'],835,844,https://topostext.org/place/404231UAnt
653,urn:cts:latinLit:phi0978.phi001:4.17.1,Europus,['place'],846,853,https://topostext.org/place/409226PEur
654,urn:cts:latinLit:phi0978.phi001:4.17.1,Axius,['place'],869,874,https://topostext.org/place/411225WAxi
655,urn:cts:latinLit:phi0978.phi001:4.17.1,Scydra,['place'],941,947,https://topostext.org/place/407221USky
656,urn:cts:latinLit:phi0978.phi001:4.17.1,Eordaea,['place'],949,956,https://topostext.org/place/405217REor
657,urn:cts:latinLit:phi0978.phi001:4.17.1,Mieza,['place'],958,963,https://topostext.org/place/406221PMie
658,urn:cts:latinLit:phi0978.phi001:4.17.1,Gordyniae,['place'],969,978,https://topostext.org/place/412225UGor
659,urn:cts:latinLit:phi0978.phi001:4.17.1,Ichne,['place'],1002,1007,https://topostext.org/place/408226PIch
660,urn:cts:latinLit:phi0978.phi001:4.17.1,Axius,['place'],1023,1028,https://topostext.org/place/411225WAxi
661,urn:cts:latinLit:phi0978.phi001:4.17.1,Dardani,['ethnic'],1054,1061,https://topostext.org/place/420313RDar
662,urn:cts:latinLit:phi0978.phi001:4.17.1,Treres,,1067,1073,https://topostext.org/people/10430
663,urn:cts:latinLit:phi0978.phi001:4.17.1,Macedonia,['place'],1101,1110,https://topostext.org/place/408225RMak
664,urn:cts:latinLit:phi0978.phi001:4.17.1,Paeonia,['place'],1157,1164,https://topostext.org/place/415220RPai
665,urn:cts:latinLit:phi0978.phi001:4.17.1,Paroraei,['ethnic'],1170,1178,https://topostext.org/place/397211RPar
666,urn:cts:latinLit:phi0978.phi001:4.17.1,Eordenses,['ethnic'],1184,1193,https://topostext.org/place/405217REor
667,urn:cts:latinLit:phi0978.phi001:4.17.1,Almopii,['place'],1199,1206,https://topostext.org/place/410220RAlm
668,urn:cts:latinLit:phi0978.phi001:4.17.1,Pelagones,['ethnic'],1212,1221,https://topostext.org/place/413216UPel
669,urn:cts:latinLit:phi0978.phi001:4.17.1,Mygdones,['ethnic'],1231,1239,https://topostext.org/place/407232RMyg
670,urn:cts:latinLit:phi0978.phi001:4.17.2,Rhodope,['place'],37,44,https://topostext.org/place/412253LRho
671,urn:cts:latinLit:phi0978.phi001:4.17.2,Orbelus,['place'],59,66,https://topostext.org/place/410245LOrb
672,urn:cts:latinLit:phi0978.phi001:4.17.2,Arethusii,['ethnic'],140,149,https://topostext.org/place/406236PAre
673,urn:cts:latinLit:phi0978.phi001:4.17.2,Idomenenses,['ethnic'],174,185,https://topostext.org/place/413225UEid
674,urn:cts:latinLit:phi0978.phi001:4.17.2,Doberi,['ethnic'],191,197,https://topostext.org/place/414228UDob
675,urn:cts:latinLit:phi0978.phi001:4.17.2,Aestraeenses,['ethnic'],203,215,https://topostext.org/place/416225UAst
676,urn:cts:latinLit:phi0978.phi001:4.17.2,Allantenses,['ethnic'],221,232,https://topostext.org/place/407226PAll
677,urn:cts:latinLit:phi0978.phi001:4.17.2,Audaristenses,['ethnic'],238,251,https://topostext.org/place/414219UAud
678,urn:cts:latinLit:phi0978.phi001:4.17.2,Lyncestae,['ethnic'],283,292,https://topostext.org/place/410214RLyn
679,urn:cts:latinLit:phi0978.phi001:4.17.2,Orestae,['ethnic'],330,337,https://topostext.org/place/405215ROre
680,urn:cts:latinLit:phi0978.phi001:4.17.2,Bullis,['place'],382,388,https://topostext.org/place/405197PByl
681,urn:cts:latinLit:phi0978.phi001:4.17.2,Dium,['place'],393,397,https://topostext.org/place/404242PDio
682,urn:cts:latinLit:phi0978.phi001:4.17.2,Scotussaei,['ethnic'],420,430,https://topostext.org/place/412234USko
683,urn:cts:latinLit:phi0978.phi001:4.17.2,Heraclea Sintica,['place'],447,463,https://topostext.org/place/414233UHer
684,urn:cts:latinLit:phi0978.phi001:4.17.2,Tymphaei,['place'],469,477,https://topostext.org/place/400212RTym
685,urn:cts:latinLit:phi0978.phi001:4.17.2,Toronaei,['ethnic'],487,495,https://topostext.org/place/400239PTor
686,urn:cts:latinLit:phi0978.phi001:4.17.3,Macedonian,['demonym'],32,42,https://topostext.org/place/408225RMak
687,urn:cts:latinLit:phi0978.phi001:4.17.3,Chalastra,['place'],70,79,https://topostext.org/place/407228PCha
688,urn:cts:latinLit:phi0978.phi001:4.17.3,Piloros,['place'],99,106,https://topostext.org/place/403237PPil
