,Reference,Tagged Entity,Class,Start position,End position,ToposText ID
1412,urn:cts:latinLit:phi0978.phi001:4.24.4,Thrace,['place'],145,151,https://topostext.org/place/410265RThr
1413,urn:cts:latinLit:phi0978.phi001:4.24.4,Ister,['place'],207,212,https://topostext.org/place/442277WIst
1414,urn:cts:latinLit:phi0978.phi001:4.24.4,Germany,,234,241,https://topostext.org/people/557
1415,urn:cts:latinLit:phi0978.phi001:4.24.4,Rauricum,['place'],286,294,https://topostext.org/place/475077UARa
1416,urn:cts:latinLit:phi0978.phi001:4.24.4,Alps,['place'],360,364,https://topostext.org/place/441073LAlp
1417,urn:cts:latinLit:phi0978.phi001:4.24.4,Danube,['place'],420,426,https://topostext.org/place/442277WIst
1418,urn:cts:latinLit:phi0978.phi001:4.24.4,Illyricum,['place'],508,517,https://topostext.org/place/405195RIll
1419,urn:cts:latinLit:phi0978.phi001:4.24.4,Ister,['place'],542,547,https://topostext.org/place/442277WIst
1420,urn:cts:latinLit:phi0978.phi001:4.24.4,Euxine,['place'],639,645,https://topostext.org/place/435335WPon
1421,urn:cts:latinLit:phi0978.phi001:4.24.4,Peuce,['place'],742,747,https://topostext.org/place/448288IPeu
1422,urn:cts:latinLit:phi0978.phi001:4.24.4,Istropolis,['place'],911,921,https://topostext.org/place/445288PHis
1423,urn:cts:latinLit:phi0978.phi001:4.24.4,Halmyris,['place'],988,996,https://topostext.org/place/450292UHal
1424,urn:cts:latinLit:phi0978.phi001:4.25.1,Scythian,['demonym'],87,95,https://topostext.org/place/475310RSky
1425,urn:cts:latinLit:phi0978.phi001:4.25.1,Getae,['ethnic'],180,185,https://topostext.org/place/435268RGet
1426,urn:cts:latinLit:phi0978.phi001:4.25.1,Daci,['ethnic'],208,212,https://topostext.org/place/445250RDac
1427,urn:cts:latinLit:phi0978.phi001:4.25.1,Sarmatae,['ethnic'],229,237,https://topostext.org/place/490315RSar
1428,urn:cts:latinLit:phi0978.phi001:4.25.1,Sauromatae,['ethnic'],260,270,https://topostext.org/place/490315RSar
1429,urn:cts:latinLit:phi0978.phi001:4.25.1,Scythians,['ethnic'],343,352,https://topostext.org/place/475310RSky
1430,urn:cts:latinLit:phi0978.phi001:4.25.1,Troglodytae,['ethnic'],392,403,https://topostext.org/place/195372RTro
1431,urn:cts:latinLit:phi0978.phi001:4.25.1,Alani,,431,436,https://topostext.org/people/2232
1432,urn:cts:latinLit:phi0978.phi001:4.25.1,Danube,['place'],492,498,https://topostext.org/place/442277WIst
1433,urn:cts:latinLit:phi0978.phi001:4.25.1,Hercynian Forest,['place'],507,523,https://topostext.org/place/484084RHer
1434,urn:cts:latinLit:phi0978.phi001:4.25.1,Pannonia,['place'],558,566,https://topostext.org/place/450190RPan
1435,urn:cts:latinLit:phi0978.phi001:4.25.1,Carnuntum,['place'],570,579,https://topostext.org/place/481169UCar
1436,urn:cts:latinLit:phi0978.phi001:4.25.1,Sarmatian,['demonym'],633,642,https://topostext.org/place/490315RSar
1437,urn:cts:latinLit:phi0978.phi001:4.25.1,Daci,['ethnic'],708,712,https://topostext.org/place/445250RDac
1438,urn:cts:latinLit:phi0978.phi001:4.25.1,Marus,,828,833,https://topostext.org/people/2760
1439,urn:cts:latinLit:phi0978.phi001:4.25.1,Suevi,,897,902,https://topostext.org/people/11067
1440,urn:cts:latinLit:phi0978.phi001:4.25.1,Vannius,,922,929,https://topostext.org/people/10470
1441,urn:cts:latinLit:phi0978.phi001:4.25.1,Basternae,,935,944,https://topostext.org/people/1286
1442,urn:cts:latinLit:phi0978.phi001:4.25.1,Agrippa,,1018,1025,https://topostext.org/people/91
1443,urn:cts:latinLit:phi0978.phi001:4.25.1,Ister,['place'],1071,1076,https://topostext.org/place/442277WIst
1444,urn:cts:latinLit:phi0978.phi001:4.25.1,Vistula,,1158,1165,https://topostext.org/people/8490
1445,urn:cts:latinLit:phi0978.phi001:4.25.1,Sarmatia,['place'],1184,1192,https://topostext.org/place/490315RSar
1446,urn:cts:latinLit:phi0978.phi001:4.25.1,Scythian,['demonym'],1204,1212,https://topostext.org/place/475310RSky
1447,urn:cts:latinLit:phi0978.phi001:4.25.1,Sarmatae,['ethnic'],1260,1268,https://topostext.org/place/490315RSar
1448,urn:cts:latinLit:phi0978.phi001:4.26.1,Ister,['place'],31,36,https://topostext.org/place/442277WIst
1449,urn:cts:latinLit:phi0978.phi001:4.26.1,Tyra,['place'],136,140,https://topostext.org/place/462304UTyr
1450,urn:cts:latinLit:phi0978.phi001:4.26.1,Ophiusa,,187,194,https://topostext.org/people/8060
1451,urn:cts:latinLit:phi0978.phi001:4.26.1,Ister,['place'],338,343,https://topostext.org/place/442277WIst
1452,urn:cts:latinLit:phi0978.phi001:4.26.1,Crobyzi,,461,468,https://topostext.org/people/6396
1453,urn:cts:latinLit:phi0978.phi001:4.26.1,Rhodes,,480,486,https://topostext.org/people/6102
1454,urn:cts:latinLit:phi0978.phi001:4.26.1,Tyra,['place'],568,572,https://topostext.org/place/462304UTyr
1455,urn:cts:latinLit:phi0978.phi001:4.26.1,Borysthenes,['place'],586,597,https://topostext.org/place/470320WBor
1456,urn:cts:latinLit:phi0978.phi001:4.26.1,Olbiopolis,['place'],750,760,https://topostext.org/place/467319UOlb
1457,urn:cts:latinLit:phi0978.phi001:4.26.1,island of Achilles,['place'],833,851,https://topostext.org/place/453302ILeu
1458,urn:cts:latinLit:phi0978.phi001:4.26.1,Achilleos Dromos,['place'],1073,1089,https://topostext.org/place/415317RADr
1459,urn:cts:latinLit:phi0978.phi001:4.26.1,Agrippa,,1124,1131,https://topostext.org/people/91
1460,urn:cts:latinLit:phi0978.phi001:4.26.1,Scythians,['ethnic'],1162,1171,https://topostext.org/place/475310RSky
1461,urn:cts:latinLit:phi0978.phi001:4.26.2,Panticapes,['place'],197,207,https://topostext.org/place/454365PPan
1462,urn:cts:latinLit:phi0978.phi001:4.26.2,Georgi,,245,251,https://topostext.org/people/6504
1463,urn:cts:latinLit:phi0978.phi001:4.26.2,Acesinus,['place'],270,278,https://topostext.org/place/293710WAke
1464,urn:cts:latinLit:phi0978.phi001:4.26.2,Panticapes,['place'],306,316,https://topostext.org/place/454365PPan
1465,urn:cts:latinLit:phi0978.phi001:4.26.2,Borysthenes,['place'],332,343,https://topostext.org/place/470320WBor
1466,urn:cts:latinLit:phi0978.phi001:4.26.2,Olbia,['place'],350,355,https://topostext.org/place/467319UOlb
1467,urn:cts:latinLit:phi0978.phi001:4.26.2,Hypanis,['place'],406,413,https://topostext.org/place/469320WHyp
1468,urn:cts:latinLit:phi0978.phi001:4.26.2,Asia,,475,479,https://topostext.org/people/15213
1469,urn:cts:latinLit:phi0978.phi001:4.26.3,Maeotis,['place'],134,141,https://topostext.org/place/460370WMai
1470,urn:cts:latinLit:phi0978.phi001:4.26.3,Carcinites,,253,263,https://topostext.org/people/4466
1471,urn:cts:latinLit:phi0978.phi001:4.26.3,Buges,,350,355,https://topostext.org/people/5520
1472,urn:cts:latinLit:phi0978.phi001:4.26.3,Buges,,413,418,https://topostext.org/people/5520
1473,urn:cts:latinLit:phi0978.phi001:4.26.3,Maeotis,['place'],485,492,https://topostext.org/place/460370WMai
1474,urn:cts:latinLit:phi0978.phi001:4.26.3,Buges,,517,522,https://topostext.org/people/5520
1475,urn:cts:latinLit:phi0978.phi001:4.26.3,Basilidae,,639,648,https://topostext.org/people/5501
1476,urn:cts:latinLit:phi0978.phi001:4.26.3,Hylaei,,715,721,https://topostext.org/people/4561
1477,urn:cts:latinLit:phi0978.phi001:4.26.3,Buges,,758,763,https://topostext.org/people/5520
1478,urn:cts:latinLit:phi0978.phi001:4.26.3,Scythia,['place'],844,851,https://topostext.org/place/475310RSky
1479,urn:cts:latinLit:phi0978.phi001:4.26.3,Sindice,,852,859,https://topostext.org/people/6925
1480,urn:cts:latinLit:phi0978.phi001:4.26.4,Carcinites,,23,33,https://topostext.org/people/4466
1481,urn:cts:latinLit:phi0978.phi001:4.26.4,Scythia,['place'],35,42,https://topostext.org/place/475310RSky
1482,urn:cts:latinLit:phi0978.phi001:4.26.4,Chersonesus,['place'],508,519,https://topostext.org/place/453343RChe
1483,urn:cts:latinLit:phi0978.phi001:4.26.4,Scythian,['demonym'],544,552,https://topostext.org/place/475310RSky
1484,urn:cts:latinLit:phi0978.phi001:4.26.4,Carcinites,,593,603,https://topostext.org/people/4466
1485,urn:cts:latinLit:phi0978.phi001:4.26.4,Taphrae,['place'],634,641,https://topostext.org/place/461337UTap
1486,urn:cts:latinLit:phi0978.phi001:4.26.4,Chersonesus,['place'],708,719,https://topostext.org/place/446335UChe
1487,urn:cts:latinLit:phi0978.phi001:4.26.4,Megarice,,805,813,https://topostext.org/people/9768
1488,urn:cts:latinLit:phi0978.phi001:4.26.4,Tauri,['ethnic'],1057,1062,https://topostext.org/place/453343RChe
1489,urn:cts:latinLit:phi0978.phi001:4.26.4,Criumetopon,['place'],1119,1130,https://topostext.org/place/446334LKri
1490,urn:cts:latinLit:phi0978.phi001:4.26.4,Carambis,['place'],1144,1152,https://topostext.org/place/420334UKar
1491,urn:cts:latinLit:phi0978.phi001:4.26.4,Asia,,1170,1174,https://topostext.org/people/15213
1492,urn:cts:latinLit:phi0978.phi001:4.26.4,Euxine,['place'],1212,1218,https://topostext.org/place/435335WPon
1493,urn:cts:latinLit:phi0978.phi001:4.26.4,Scythian,['demonym'],1350,1358,https://topostext.org/place/475310RSky
1494,urn:cts:latinLit:phi0978.phi001:4.26.4,Tauri,['ethnic'],1447,1452,https://topostext.org/place/453343RChe
1495,urn:cts:latinLit:phi0978.phi001:4.26.4,Theodosia,['place'],1466,1475,https://topostext.org/place/450354PThe
1496,urn:cts:latinLit:phi0978.phi001:4.26.4,Criumetopon,['place'],1492,1503,https://topostext.org/place/446334LKri
1497,urn:cts:latinLit:phi0978.phi001:4.26.4,Chersonesus,['place'],1524,1535,https://topostext.org/place/446335UChe
1498,urn:cts:latinLit:phi0978.phi001:4.26.4,Zephyrium,,1600,1609,https://topostext.org/people/2556
1499,urn:cts:latinLit:phi0978.phi001:4.26.4,Nymphaion,['place'],1618,1627,https://topostext.org/place/452364UNym
1500,urn:cts:latinLit:phi0978.phi001:4.26.4,Panticapaion,['place'],1638,1650,https://topostext.org/place/454365PPan
1501,urn:cts:latinLit:phi0978.phi001:4.26.4,Milesians,['ethnic'],1666,1675,https://topostext.org/place/375273PMil
1502,urn:cts:latinLit:phi0978.phi001:4.26.4,Bosporus,['place'],1765,1773,https://topostext.org/place/454367WBos
1503,urn:cts:latinLit:phi0978.phi001:4.26.4,Theodosia,['place'],1795,1804,https://topostext.org/place/450354PThe
1504,urn:cts:latinLit:phi0978.phi001:4.26.4,Cimmerium,,1857,1866,https://topostext.org/people/6359
1505,urn:cts:latinLit:phi0978.phi001:4.26.4,Asia,,2018,2022,https://topostext.org/people/15213
1506,urn:cts:latinLit:phi0978.phi001:4.26.4,Cimmerian Bosporus,['place'],2137,2155,https://topostext.org/place/454367WBos
1507,urn:cts:latinLit:phi0978.phi001:4.26.4,Myrmecium,['place'],2220,2229,https://topostext.org/place/454365UMyr
1508,urn:cts:latinLit:phi0978.phi001:4.26.4,Taphrae,['place'],2303,2310,https://topostext.org/place/461337UTap
1509,urn:cts:latinLit:phi0978.phi001:4.26.4,Bosporus,['place'],2365,2373,https://topostext.org/place/454367WBos
1510,urn:cts:latinLit:phi0978.phi001:4.26.4,Maeotis,['place'],2402,2409,https://topostext.org/place/460370WMai
1511,urn:cts:latinLit:phi0978.phi001:4.26.5,Taphrae,['place'],18,25,https://topostext.org/place/461337UTap
1512,urn:cts:latinLit:phi0978.phi001:4.26.5,Auchetae,,85,93,https://topostext.org/people/8924
1513,urn:cts:latinLit:phi0978.phi001:4.26.5,Hypanis,['place'],116,123,https://topostext.org/place/469320WHyp
1514,urn:cts:latinLit:phi0978.phi001:4.26.5,Borysthenes,['place'],180,191,https://topostext.org/place/470320WBor
1515,urn:cts:latinLit:phi0978.phi001:4.26.5,Geloni,,212,218,https://topostext.org/people/4157
1516,urn:cts:latinLit:phi0978.phi001:4.26.5,Basilidae,,253,262,https://topostext.org/people/5501
1517,urn:cts:latinLit:phi0978.phi001:4.26.5,Agathyrsi,,272,281,https://topostext.org/people/5413
1518,urn:cts:latinLit:phi0978.phi001:4.26.5,Buges,,407,412,https://topostext.org/people/5520
1519,urn:cts:latinLit:phi0978.phi001:4.26.5,Maeotis,['place'],429,436,https://topostext.org/place/460370WMai
1520,urn:cts:latinLit:phi0978.phi001:4.26.5,Sauromatae,['ethnic'],452,462,https://topostext.org/place/490315RSar
1521,urn:cts:latinLit:phi0978.phi001:4.26.5,Essedones,,471,480,https://topostext.org/people/6470
1522,urn:cts:latinLit:phi0978.phi001:4.26.5,Tanais,['place'],519,525,https://topostext.org/place/473393WTan
1523,urn:cts:latinLit:phi0978.phi001:4.26.5,Maeotae,['ethnic'],535,542,https://topostext.org/place/460370WMai
1524,urn:cts:latinLit:phi0978.phi001:4.26.5,Arimaspi,,627,635,https://topostext.org/people/11015
1525,urn:cts:latinLit:phi0978.phi001:4.26.5,Riphaean,['place'],657,665,https://topostext.org/place/520255LRhi
1526,urn:cts:latinLit:phi0978.phi001:4.26.6,Hyperborei,,148,158,https://topostext.org/people/801
1527,urn:cts:latinLit:phi0978.phi001:4.26.6,Asia,,1370,1374,https://topostext.org/people/15213
1528,urn:cts:latinLit:phi0978.phi001:4.26.6,Attacori,,1418,1426,https://topostext.org/people/7332
1529,urn:cts:latinLit:phi0978.phi001:4.26.6,Delos,['place'],2138,2143,https://topostext.org/place/374253SSan
1530,urn:cts:latinLit:phi0978.phi001:4.26.6,Apollo,,2163,2169,https://topostext.org/people/2
1531,urn:cts:latinLit:phi0978.phi001:4.26.6,Hyperboreans,,2429,2441,https://topostext.org/people/801
1532,urn:cts:latinLit:phi0978.phi001:4.26.6,Delos,['place'],2677,2682,https://topostext.org/place/374253PDel
1533,urn:cts:latinLit:phi0978.phi001:4.26.7,Sarmatia,['place'],24,32,https://topostext.org/place/490315RSar
1534,urn:cts:latinLit:phi0978.phi001:4.26.7,Scythia,['place'],34,41,https://topostext.org/place/475310RSky
1535,urn:cts:latinLit:phi0978.phi001:4.26.7,Borysthenes,['place'],116,127,https://topostext.org/place/470320WBor
1536,urn:cts:latinLit:phi0978.phi001:4.26.7,Agrippa,,146,153,https://topostext.org/people/91
1537,urn:cts:latinLit:phi0978.phi001:4.27.2,Hellespont,['place'],14,24,https://topostext.org/place/402264WHel
1538,urn:cts:latinLit:phi0978.phi001:4.27.2,Euxine,['place'],95,101,https://topostext.org/place/435335WPon
1539,urn:cts:latinLit:phi0978.phi001:4.27.2,Cyanaean,['place'],227,235,https://topostext.org/place/412291IKya
1540,urn:cts:latinLit:phi0978.phi001:4.27.2,Symplegades,,264,275,https://topostext.org/people/11008
1541,urn:cts:latinLit:phi0978.phi001:4.27.2,Euxine,['place'],462,468,https://topostext.org/place/435335WPon
1542,urn:cts:latinLit:phi0978.phi001:4.27.2,Ister,['place'],656,661,https://topostext.org/place/442277WIst
1543,urn:cts:latinLit:phi0978.phi001:4.27.2,Apolloniates,['ethnic'],696,708,https://topostext.org/place/407195PApo
1544,urn:cts:latinLit:phi0978.phi001:4.27.2,Bosporus,['place'],741,749,https://topostext.org/place/411291WBos
1545,urn:cts:latinLit:phi0978.phi001:4.27.2,Lucullus,,782,790,https://topostext.org/people/87
1546,urn:cts:latinLit:phi0978.phi001:4.27.2,Capitoline,['place'],803,813,https://topostext.org/place/419125SCap
1547,urn:cts:latinLit:phi0978.phi001:4.27.2,Apollo,,814,820,https://topostext.org/people/2
1548,urn:cts:latinLit:phi0978.phi001:4.27.2,Ister,['place'],884,889,https://topostext.org/place/442277WIst
1549,urn:cts:latinLit:phi0978.phi001:4.27.2,Borysthenes,['place'],928,939,https://topostext.org/place/470320WBor
1550,urn:cts:latinLit:phi0978.phi001:4.27.2,Leuce,['place'],1003,1008,https://topostext.org/place/453302ILeu
1551,urn:cts:latinLit:phi0978.phi001:4.27.2,Macaron,,1013,1020,https://topostext.org/people/7907
1552,urn:cts:latinLit:phi0978.phi001:4.27.2,Borysthenes,['place'],1127,1138,https://topostext.org/place/470320WBor
1553,urn:cts:latinLit:phi0978.phi001:4.27.2,Tyra,['place'],1152,1156,https://topostext.org/place/462304UTyr
1554,urn:cts:latinLit:phi0978.phi001:4.27.2,Peuce,['place'],1190,1195,https://topostext.org/place/448288IPeu
1555,urn:cts:latinLit:phi0978.phi001:4.27.2,Carcinites,,1274,1284,https://topostext.org/people/4466
1556,urn:cts:latinLit:phi0978.phi001:4.27.2,Macra,,1321,1326,https://topostext.org/people/3203
1557,urn:cts:latinLit:phi0978.phi001:4.27.2,Euxine,['place'],1348,1354,https://topostext.org/place/435335WPon
1558,urn:cts:latinLit:phi0978.phi001:4.27.2,Gades,['place'],1527,1532,https://topostext.org/place/365-063PGad
1559,urn:cts:latinLit:phi0978.phi001:4.27.2,Euxine,['place'],1655,1661,https://topostext.org/place/435335WPon
1560,urn:cts:latinLit:phi0978.phi001:4.27.3,Euxine,['place'],32,38,https://topostext.org/place/435335WPon
1561,urn:cts:latinLit:phi0978.phi001:4.27.3,Riphaean,['place'],99,107,https://topostext.org/place/520255LRhi
1562,urn:cts:latinLit:phi0978.phi001:4.27.3,Gades,['place'],205,210,https://topostext.org/place/365-063PGad
1563,urn:cts:latinLit:phi0978.phi001:4.27.3,Scythia,['place'],341,348,https://topostext.org/place/475310RSky
1564,urn:cts:latinLit:phi0978.phi001:4.27.3,Timaeus,,483,490,https://topostext.org/people/12984
1565,urn:cts:latinLit:phi0978.phi001:4.27.3,Hecataeus,,700,709,https://topostext.org/people/13921
1566,urn:cts:latinLit:phi0978.phi001:4.27.3,Scythian,['demonym'],797,805,https://topostext.org/place/475310RSky
1567,urn:cts:latinLit:phi0978.phi001:4.27.3,Philemon,,905,913,https://topostext.org/people/638
1568,urn:cts:latinLit:phi0978.phi001:4.27.3,Dead Sea,['place'],962,970,https://topostext.org/place/315355WAsp
1569,urn:cts:latinLit:phi0978.phi001:4.27.3,Cimbri,,979,985,https://topostext.org/people/946
1570,urn:cts:latinLit:phi0978.phi001:4.27.3,Xenophon,,1072,1080,https://topostext.org/people/14779
1571,urn:cts:latinLit:phi0978.phi001:4.27.3,Lampsacus,['person'],1084,1093,https://topostext.org/place/403267UPit
1572,urn:cts:latinLit:phi0978.phi001:4.27.3,Scythia,['place'],1161,1168,https://topostext.org/place/475310RSky
1573,urn:cts:latinLit:phi0978.phi001:4.27.3,Pytheas,,1229,1236,https://topostext.org/people/678
1574,urn:cts:latinLit:phi0978.phi001:4.27.3,Basilia,,1247,1254,https://topostext.org/people/7364
1575,urn:cts:latinLit:phi0978.phi001:4.27.3,horses,,1435,1441,https://topostext.org/people/10959
1576,urn:cts:latinLit:phi0978.phi001:4.27.4,Ingaevones,,62,72,https://topostext.org/people/9573
1577,urn:cts:latinLit:phi0978.phi001:4.27.4,Germany,,87,94,https://topostext.org/people/557
1578,urn:cts:latinLit:phi0978.phi001:4.27.4,Riphaean,['place'],268,276,https://topostext.org/place/520255LRhi
1579,urn:cts:latinLit:phi0978.phi001:4.27.4,Cimbri,,364,370,https://topostext.org/people/946
1580,urn:cts:latinLit:phi0978.phi001:4.27.4,Scandinavia,,476,487,https://topostext.org/people/10238
1581,urn:cts:latinLit:phi0978.phi001:4.27.4,Vistula,,801,808,https://topostext.org/people/8490
1582,urn:cts:latinLit:phi0978.phi001:4.27.4,Sciri,,856,861,https://topostext.org/people/10246
1583,urn:cts:latinLit:phi0978.phi001:4.27.4,Cimbri,,1057,1063,https://topostext.org/people/946
1584,urn:cts:latinLit:phi0978.phi001:4.27.4,Cimbrian,,1069,1077,https://topostext.org/people/946
1585,urn:cts:latinLit:phi0978.phi001:4.27.4,Glaesaria,,1455,1464,https://topostext.org/people/9447
1586,urn:cts:latinLit:phi0978.phi001:4.27.4,Austeravia,,1540,1550,https://topostext.org/people/8935
1587,urn:cts:latinLit:phi0978.phi001:4.28.1,Germany,,89,96,https://topostext.org/people/557
1588,urn:cts:latinLit:phi0978.phi001:4.28.1,Germany,,348,355,https://topostext.org/people/557
1589,urn:cts:latinLit:phi0978.phi001:4.28.1,Agrippa,,390,397,https://topostext.org/people/91
1590,urn:cts:latinLit:phi0978.phi001:4.28.1,Rhaetia,['place'],410,417,https://topostext.org/place/469105RRae
1591,urn:cts:latinLit:phi0978.phi001:4.28.1,Noricum,['place'],422,429,https://topostext.org/place/470150RNor
1592,urn:cts:latinLit:phi0978.phi001:4.28.1,Rhaetia,['place'],517,524,https://topostext.org/place/469105RRae
1593,urn:cts:latinLit:phi0978.phi001:4.28.1,Germany,,701,708,https://topostext.org/people/557
1594,urn:cts:latinLit:phi0978.phi001:4.28.1,Agrippa,,1010,1017,https://topostext.org/people/91
1595,urn:cts:latinLit:phi0978.phi001:4.28.2,Ingaevones,,133,143,https://topostext.org/people/9573
1596,urn:cts:latinLit:phi0978.phi001:4.28.2,Cimbri,,194,200,https://topostext.org/people/946
1597,urn:cts:latinLit:phi0978.phi001:4.28.2,Teutoni,,206,213,https://topostext.org/people/4314
1598,urn:cts:latinLit:phi0978.phi001:4.28.2,Chauci,,237,243,https://topostext.org/people/4926
1599,urn:cts:latinLit:phi0978.phi001:4.28.2,Rhine,['place'],280,285,https://topostext.org/place/507071WRhi
1600,urn:cts:latinLit:phi0978.phi001:4.28.2,Cimbri,,303,309,https://topostext.org/people/946
1601,urn:cts:latinLit:phi0978.phi001:4.28.2,Suevi,,416,421,https://topostext.org/people/11067
1602,urn:cts:latinLit:phi0978.phi001:4.28.2,Hermunduri,,427,437,https://topostext.org/people/7760
1603,urn:cts:latinLit:phi0978.phi001:4.28.2,Chatti,,443,449,https://topostext.org/people/12145
1604,urn:cts:latinLit:phi0978.phi001:4.28.2,Cherusci,,459,467,https://topostext.org/people/12042
1605,urn:cts:latinLit:phi0978.phi001:4.28.2,Peucini,['ethnic'],499,506,https://topostext.org/place/448288IPeu
1606,urn:cts:latinLit:phi0978.phi001:4.28.2,Basternae,,525,534,https://topostext.org/people/1286
1607,urn:cts:latinLit:phi0978.phi001:4.28.2,Daci,['ethnic'],550,554,https://topostext.org/place/445250RDac
1608,urn:cts:latinLit:phi0978.phi001:4.28.2,Vistula,,660,667,https://topostext.org/people/8490
1609,urn:cts:latinLit:phi0978.phi001:4.28.2,Albis,['place'],673,678,https://topostext.org/place/535100WAlb
1610,urn:cts:latinLit:phi0978.phi001:4.28.2,Visurgis,['place'],684,692,https://topostext.org/place/535055WVis
1611,urn:cts:latinLit:phi0978.phi001:4.28.2,Amisius,['place'],698,705,https://topostext.org/place/532074WAmi
1612,urn:cts:latinLit:phi0978.phi001:4.28.2,Rhine,['place'],711,716,https://topostext.org/place/507071WRhi
1613,urn:cts:latinLit:phi0978.phi001:4.28.2,Mosa,['place'],726,730,https://topostext.org/place/517060WMos
1614,urn:cts:latinLit:phi0978.phi001:4.29.1,Rhine,['place'],57,62,https://topostext.org/place/507071WRhi
1615,urn:cts:latinLit:phi0978.phi001:4.29.1,Batavi,['ethnic'],132,138,https://topostext.org/place/518059UBat
1616,urn:cts:latinLit:phi0978.phi001:4.29.1,Canninefates,,147,159,https://topostext.org/people/12184
1617,urn:cts:latinLit:phi0978.phi001:4.29.1,Frisii,,190,196,https://topostext.org/people/12129
1618,urn:cts:latinLit:phi0978.phi001:4.29.1,Chauci,,202,208,https://topostext.org/people/4926
1619,urn:cts:latinLit:phi0978.phi001:4.29.1,Frisiabones,,214,225,https://topostext.org/people/9409
1620,urn:cts:latinLit:phi0978.phi001:4.29.1,Rhine,['place'],343,348,https://topostext.org/place/507071WRhi
1621,urn:cts:latinLit:phi0978.phi001:4.29.1,Mosa,['place'],454,458,https://topostext.org/place/517060WMos
1622,urn:cts:latinLit:phi0978.phi001:4.30.1,Britannia,['place'],65,74,https://topostext.org/place/530-15IBri
1623,urn:cts:latinLit:phi0978.phi001:4.30.1,Germany,,233,240,https://topostext.org/people/557
1624,urn:cts:latinLit:phi0978.phi001:4.30.1,Albion,,314,320,https://topostext.org/people/8539
1625,urn:cts:latinLit:phi0978.phi001:4.30.1,Gesoriacum,['place'],485,495,https://topostext.org/place/507016UGes
1626,urn:cts:latinLit:phi0978.phi001:4.30.1,Morini,['ethnic'],531,537,https://topostext.org/place/506023UMor
1627,urn:cts:latinLit:phi0978.phi001:4.30.1,Pytheas,,606,613,https://topostext.org/people/678
1628,urn:cts:latinLit:phi0978.phi001:4.30.1,Isidorus,,618,626,https://topostext.org/people/12410
1629,urn:cts:latinLit:phi0978.phi001:4.30.1,Caledonian,['demonym'],846,856,https://topostext.org/place/571-47RCal
1630,urn:cts:latinLit:phi0978.phi001:4.30.1,Agrippa,,865,872,https://topostext.org/people/91
1631,urn:cts:latinLit:phi0978.phi001:4.30.1,Hibernia,['place'],966,974,https://topostext.org/place/533-75RHib
1632,urn:cts:latinLit:phi0978.phi001:4.30.1,Britannia,['place'],1065,1074,https://topostext.org/place/530-15IBri
1633,urn:cts:latinLit:phi0978.phi001:4.30.1,Silures,,1140,1147,https://topostext.org/people/12109
1634,urn:cts:latinLit:phi0978.phi001:4.30.1,Orcades,['place'],1289,1296,https://topostext.org/place/590000IOrc
1635,urn:cts:latinLit:phi0978.phi001:4.30.1,Hibernia,['place'],1445,1453,https://topostext.org/place/533-75RHib
1636,urn:cts:latinLit:phi0978.phi001:4.30.1,Britannia,['place'],1458,1467,https://topostext.org/place/530-15IBri
1637,urn:cts:latinLit:phi0978.phi001:4.30.1,Mona,['place'],1484,1488,https://topostext.org/place/533000IMon
1638,urn:cts:latinLit:phi0978.phi001:4.30.1,Vectis,['place'],1507,1513,https://topostext.org/place/507000IVec
1639,urn:cts:latinLit:phi0978.phi001:4.30.1,Limnus,,1515,1521,https://topostext.org/people/5750
1640,urn:cts:latinLit:phi0978.phi001:4.30.1,Electrides,['place'],1716,1726,https://topostext.org/place/000000IEle
1641,urn:cts:latinLit:phi0978.phi001:4.30.1,Thule,['place'],1837,1842,https://topostext.org/place/000000UThu
1642,urn:cts:latinLit:phi0978.phi001:4.30.1,Cancer,,1970,1976,https://topostext.org/people/17786
1643,urn:cts:latinLit:phi0978.phi001:4.30.1,Timaeus,,2133,2140,https://topostext.org/people/12984
1644,urn:cts:latinLit:phi0978.phi001:4.30.1,Britannia,['place'],2216,2225,https://topostext.org/place/530-15IBri
1645,urn:cts:latinLit:phi0978.phi001:4.30.1,Britons,['ethnic'],2270,2277,https://topostext.org/place/530-15IBri
1646,urn:cts:latinLit:phi0978.phi001:4.30.1,Thule,['place'],2488,2493,https://topostext.org/place/000000UThu
1647,urn:cts:latinLit:phi0978.phi001:4.30.1,Thule,['place'],2518,2523,https://topostext.org/place/000000UThu
1648,urn:cts:latinLit:phi0978.phi001:4.31.1,Comata,,95,101,https://topostext.org/people/4493
1649,urn:cts:latinLit:phi0978.phi001:4.31.1,Sequana,['place'],247,254,https://topostext.org/place/494005WSeq
1650,urn:cts:latinLit:phi0978.phi001:4.31.1,Sequana,['place'],283,290,https://topostext.org/place/494005WSeq
1651,urn:cts:latinLit:phi0978.phi001:4.31.1,Garumna,['place'],298,305,https://topostext.org/place/449-05WGar
1652,urn:cts:latinLit:phi0978.phi001:4.31.1,Celtic,['demonym'],312,318,https://topostext.org/place/490070RKel
1653,urn:cts:latinLit:phi0978.phi001:4.31.1,Lugdunensis,,327,338,https://topostext.org/people/7889
1654,urn:cts:latinLit:phi0978.phi001:4.31.1,Garumna,['place'],353,360,https://topostext.org/place/449-05WGar
1655,urn:cts:latinLit:phi0978.phi001:4.31.1,promontory,['place'],368,378,https://topostext.org/place/425031SAph
