reference,tagged_entity,start_pos,topostext_id
4.23.5,Mesate,512,384263LMes
4.24.1,Hellespont,82,402264WHel
4.24.1,Maeotis,125,460370WMai
4.24.1,Euxine,180,435335WPon
4.24.1,Chersonesus,389,403265LChe
4.24.1,Hellespont,604,402264WHel
4.24.1,Priapus,793,404273UPri
4.24.1,Propontis,993,408280WPro
4.24.1,Bosporus,1032,411291WBos
4.24.1,Hellespont,1200,402264WHel
4.24.2,Euxine,40,435335WPon
4.24.2,Maeotis,406,460370WMai
4.24.2,Cimmerian Bosporus,435,454367WBos
4.24.2,Euxine,711,435335WPon
4.24.2,Euxine,1060,435335WPon
4.24.2,Apollonia,1070,424277PApo
4.24.2,Callatis,1098,438286PKal
4.24.2,Ister,1153,442277WIst
4.24.2,Borysthenes,1177,470320WBor
4.24.2,Chersonesus,1197,446335UChe
4.24.2,Panticapaion,1245,454365PPan
4.24.2,Bosporus,1274,454367WBos
4.24.2,Byzantium,1427,410290UByz
4.24.2,Ister,1450,442277WIst
4.24.2,Panticapaion,1486,454365PPan
4.24.3,Maeotis,5,460370WMai
4.24.3,Tanais,39,473393WTan
4.24.3,Riphaean,67,520255LRhi
4.24.3,Tanais,284,473393WTan
4.24.4,Istropolis,77,445288PHis
4.24.4,Thrace,135,410265RThr
4.24.4,Ister,197,442277WIst
4.24.4,Rauricum,276,475077UARa
4.24.4,Alps,350,441073LAlp
4.24.4,Danube,410,442277WIst
4.24.4,Illyricum,498,405195RIll
4.24.4,Ister,532,442277WIst
4.24.4,Euxine,629,435335WPon
4.24.4,Peuce,732,448288IPeu
4.24.4,Istropolis,901,445288PHis
4.24.4,Halmyris,978,450292UHal
4.25.1,Danube,482,442277WIst
4.25.1,Hercynian Forest,497,484084RHer
4.25.1,Pannonia,548,450190RPan
4.25.1,Carnuntum,560,481169UCar
4.25.1,Ister,1061,442277WIst
4.25.1,Sarmatia,1174,490315RSar
4.26.1,Ister,21,442277WIst
4.26.1,Tyra,126,462304UTyr
4.26.1,Ister,328,442277WIst
4.26.1,Tyra,558,462304UTyr
4.26.1,Borysthenes,576,470320WBor
4.26.1,Olbiopolis,740,467319UOlb
4.26.1,island of Achilles,823,453302ILeu
4.26.1,Achilleos Dromos,1063,415317RADr
4.26.2,Panticapes,187,454365PPan
4.26.2,Acesinus,260,293710WAke
4.26.2,Panticapes,296,454365PPan
4.26.2,Borysthenes,322,470320WBor
4.26.2,Olbia,340,467319UOlb
4.26.2,Hypanis,396,469320WHyp
4.26.3,Maeotis,124,460370WMai
4.26.3,Maeotis,475,460370WMai
4.26.3,Scythia,834,475310RSky
4.26.4,Scythia,25,475310RSky
4.26.4,Chersonesus,498,453343RChe
4.26.4,Taphrae,624,461337UTap
4.26.4,Chersonesus,698,446335UChe
4.26.4,Criumetopon,1109,446334LKri
4.26.4,Carambis,1134,420334UKar
4.26.4,Euxine,1202,435335WPon
4.26.4,Theodosia,1456,450354PThe
4.26.4,Criumetopon,1482,446334LKri
4.26.4,Chersonesus,1514,446335UChe
4.26.4,Nymphaion,1608,452364UNym
4.26.4,Panticapaion,1628,454365PPan
4.26.4,Bosporus,1755,454367WBos
4.26.4,Theodosia,1785,450354PThe
4.26.4,Cimmerian Bosporus,2127,454367WBos
4.26.4,Myrmecium,2210,454365UMyr
4.26.4,Taphrae,2293,461337UTap
4.26.4,Bosporus,2355,454367WBos
4.26.4,Maeotis,2392,460370WMai
4.26.5,Taphrae,8,461337UTap
4.26.5,Hypanis,106,469320WHyp
4.26.5,Borysthenes,170,470320WBor
4.26.5,Maeotis,419,460370WMai
4.26.5,Tanais,509,473393WTan
4.26.5,Riphaean,647,520255LRhi
4.26.6,Delos,2128,374253SSan
4.26.6,Delos,2667,374253PDel
4.26.7,Sarmatia,14,490315RSar
4.26.7,Scythia,24,475310RSky
4.26.7,Borysthenes,106,470320WBor
4.27.2,Hellespont,4,402264WHel
4.27.2,Euxine,85,435335WPon
4.27.2,Cyanaean,217,412291IKya
4.27.2,Euxine,452,435335WPon
4.27.2,Ister,646,442277WIst
4.27.2,Bosporus,731,411291WBos
4.27.2,Capitoline,793,419125SCap
4.27.2,Ister,874,442277WIst
4.27.2,Borysthenes,918,470320WBor
4.27.2,Leuce,993,453302ILeu
4.27.2,Borysthenes,1117,470320WBor
4.27.2,Tyra,1142,462304UTyr
4.27.2,Peuce,1180,448288IPeu
4.27.2,Euxine,1338,435335WPon
4.27.2,Gades,1517,365-063PGad
4.27.2,Euxine,1645,435335WPon
4.27.3,Euxine,22,435335WPon
4.27.3,Riphaean,89,520255LRhi
4.27.3,Gades,195,365-063PGad
4.27.3,Scythia,331,475310RSky
4.27.3,Dead Sea,952,315355WAsp
4.27.3,Scythia,1151,475310RSky
4.27.4,Riphaean,258,520255LRhi
4.28.1,Rhaetia,400,469105RRae
4.28.1,Noricum,412,470150RNor
4.28.1,Rhaetia,507,469105RRae
4.28.2,Rhine,270,507071WRhi
4.28.2,Albis,663,535100WAlb
4.28.2,Visurgis,674,535055WVis
4.28.2,Amisius,688,532074WAmi
4.28.2,Rhine,701,507071WRhi
4.28.2,Mosa,716,517060WMos
4.29.1,Rhine,47,507071WRhi
4.29.1,Rhine,333,507071WRhi
4.29.1,Mosa,444,517060WMos
4.30.1,Britannia,55,530-15IBri
4.30.1,Gesoriacum,475,507016UGes
4.30.1,Hibernia,956,533-75RHib
4.30.1,Britannia,1055,530-15IBri
4.30.1,Orcades,1279,590000IOrc
4.30.1,Hibernia,1435,533-75RHib
4.30.1,Britannia,1448,530-15IBri
4.30.1,Mona,1474,533000IMon
4.30.1,Vectis,1497,507000IVec
4.30.1,Electrides,1706,000000IEle
4.30.1,Thule,1827,000000UThu
4.30.1,Britannia,2206,530-15IBri
4.30.1,Thule,2478,000000UThu
4.30.1,Thule,2508,000000UThu
4.31.1,Sequana,237,494005WSeq
4.31.1,Sequana,273,494005WSeq
4.31.1,Garumna,288,449-05WGar
4.31.1,Garumna,343,449-05WGar
4.31.1,promontory,358,425031SAph
4.31.1,Pyrenaean,376,426007LPyr
4.31.1,Rhine,531,507071WRhi
4.31.1,Pyrenees,544,426007LPyr
4.31.1,Jura,617,463059LJur
4.31.2,Gesoriacum,233,507016UGes
4.31.2,Equestris,728,464062UJEq
4.31.2,Rauriaca,742,475077UARa
4.31.2,Rhine,829,507071WRhi
4.31.2,Colonia Agrippinensis,909,509070UCol
4.31.2,Rhine,1038,507071WRhi
4.32.1,Ligeris,185,471-15WLig
4.32.1,Lugdunum,850,458048ULug
4.33.1,Aquitanica,22,450010RAqu
4.33.2,Rhine,240,507071WRhi
4.33.2,Rhine,279,507071WRhi
4.33.2,Sequana,293,494005WSeq
4.33.2,Pyrenees,326,426007LPyr
4.33.2,Uliarus,477,459000IUli
4.34.1,Pyrenees,73,426007LPyr
4.34.1,Pyrenees,339,426007LPyr
4.34.1,Pyrenees,586,426007LPyr
4.34.1,Port of Amanus,750,434-32UFla
4.34.1,Flaviobriga,797,434-32UFla
4.34.1,Iberus,976,407006WEbr
4.34.1,Astures,1131,425000UAst
4.34.1,Noega,1152,436-57UNoe
4.34.1,Lucus,1248,430000ULuc
4.34.1,Corticata,1682,426000ICor
4.34.1,Minius,1956,419-89WMin
4.34.1,Augusta,2021,416000UBra
4.34.1,Gallaecia,2069,426-80RGal
4.34.1,Limia,2106,417-88WLim
4.34.1,Durius,2127,411-86WDur
4.34.1,Numantia,2227,418000UNum
4.34.1,Lusitania,2332,390-83RLus
4.34.1,Pyrenees,2436,426007LPyr
4.35.1,Durius,29,411-86WDur
4.35.1,Lusitania,37,390-83RLus
4.35.1,Talabrica,130,406000UTal
4.35.1,Aeminium,163,402000UAem
4.35.1,Conimbrica,186,401000UCon
4.35.1,Collippo,198,397000UCol
4.35.1,Eburobritium,212,394000UEbu
4.35.1,Olisipo,398,387000UOli
4.35.1,Pyrenees,872,426007LPyr
4.35.2,Minius,72,419-89WMin
4.35.2,Limaea,234,417-88WLim
4.35.2,Lethe,286,417-88WLim
4.35.2,Durius,389,411-86WDur
4.35.2,Tagus,403,390-89WTag
4.35.2,Munda,414,374000UMun
4.35.2,Tagus,444,390-89WTag
4.35.2,Sacred Promontory,524,370000LSPr
4.35.2,Pyrenees,641,426007LPyr
4.35.2,Anas,705,372-74WAna
4.35.2,Lusitania,738,390-83RLus
4.35.2,Baetica,772,372-56RBae
4.35.2,Gades,816,365-063PGad
4.35.3,Tagus,57,390-89WTag
4.35.3,Anas,93,372-74WAna
4.35.3,Sacred Promontory,105,370000LSPr
4.35.3,Tagus,203,390-89WTag
4.35.3,Olisipo,222,387000UOli
4.35.3,Salacia,288,384000USal
4.35.3,Merobrica,334,380000UMi2
4.35.3,Sacred Promontory,358,370000LSPr
4.35.3,Ossonoba,438,370000UOss
4.35.3,Balsa,448,371000UBa3
4.35.3,Myrtili,459,376000UIul
4.35.4,Scalabis,91,392-86USca
4.35.4,Augusta Emerita,313,389000UAug
4.35.4,Anas,351,372-74WAna
4.35.4,Metallinum,357,390000UMet
4.35.4,Pax,369,380000UPax
4.35.4,Norba,378,395000UNor
4.35.4,Castra Caecilia,475,400000UCau
4.35.4,Scalabis,533,392-86USca
4.35.4,Olisipo,589,387000UOli
4.35.4,Ebora,758,386000UEbo
4.35.4,Myrtili,815,376000UIul
4.35.4,Salacia,827,384000USal
4.35.4,Baetica,1005,372-56RBae
4.35.4,Lusitania,1431,390-83RLus
4.35.4,Gallaecia,1459,426-80RGal
4.35.4,Pyrenees,1588,426007LPyr
4.36.1,Celtiberia,47,403-29RCel
4.36.1,Baetica,321,372-56RBae
4.36.1,Gades,385,365-063PGad
4.36.1,Julia Gaditana,782,365-063PGad
4.36.1,Gades,938,365-063PGad
4.36.1,Cotinusa,1128,365000ICot
4.36.1,Tartessos,1174,373000PTar
4.36.1,Red Sea,1397,195390WEry
4.36.1,Lusitania,1575,390-83RLus
4.37.1,Tanais,280,473393WTan
4.37.1,Gades,290,365-063PGad
4.37.1,Italy,386,406163RIta
4.37.1,Italy,498,406163RIta
4.37.1,Alps,549,441073LAlp
4.37.1,Lugdunum,590,458048ULug
4.37.1,Alps,769,441073LAlp
4.37.1,Rhine,869,507071WRhi
5.1.1,Libya,55,300070RLib
5.1.1,Egypt,144,271307REgy
5.1.2,Pillars of Hercules,366,361000LPHe
5.1.2,Tingi,433,358000UTin
5.1.2,Belon,621,361000UBae
5.1.2,Baetica,638,372-56RBae
5.1.2,Tingi,729,358000UTin
5.1.2,Mauritania,880,350000RMau
5.1.2,Baetica,937,372-56RBae
5.1.2,Lixos,996,352001ULix
5.1.2,Carthage,2315,369103PCar
5.1.2,Carthage,2380,369103PCar
5.1.2,Tingi,2434,358000UTin
5.1.3,Lixos,51,352001ULix
5.1.3,Banasa,175,346-61UBan
5.1.3,Volubilis,278,341-56UVol
5.1.3,Lixos,386,352001ULix
5.1.3,Banasa,444,346-61UBan
5.1.6,Sicily,44,376145RSic
5.1.6,Lixos,384,352001ULix
5.1.6,Lixos,442,352001ULix
5.1.6,Gades,479,365-063PGad
5.1.6,Lixos,672,352001ULix
5.1.6,Mauritania,1717,350000RMau
5.1.7,Mauritania,65,350000RMau
5.1.11,Mauritania,165,350000RMau
5.1.11,Gades,1068,365-063PGad
5.1.12,Malaca,82,367000UMal
5.1.12,Mauritania,128,350000RMau
5.1.12,Mauritania,252,350000RMau
5.1.12,Caesarea,1036,366022UIol
5.1.12,Iol,1080,366022UIol
5.1.12,Caesarea,2007,366022UIol
5.2.1,Numidia,30,360030RNum
5.2.1,Rusicade,397,369069URus
5.2.1,Cirta,497,364066UCir
5.2.1,Sicca,574,362087USic
5.2.1,Bulla Regia,603,366088UBuR
5.2.1,Hippo Regius,642,369077UHip
5.2.1,Numidia,771,360030RNum
5.3.1,Sardinia,206,402920ISar
5.3.1,Promontory of Mercury,220,371110LHer
5.3.1,Sicily,255,376145RSic
5.3.1,Hippo Dirutus,408,373099UHiD
5.3.1,Utica,715,371101UUti
5.3.1,Bagrada,813,370100WBag
5.3.1,Castra Cornelia,839,371101UCCo
5.3.1,Carthage,870,369103PCar
5.3.1,Carthage,914,369103PCar
5.3.1,Clypea,977,368111UAsp
5.3.1,Promontory of Mercury,1014,371110LHer
5.3.1,Neapolis,1068,364107UNea
5.3.2,Byzacium,83,358105RByz
5.3.2,Byzacium,124,358105RByz
5.3.2,Leptis,352,357109ULep
5.3.2,Adrumetum,360,358106UHad
5.3.2,Ruspina,371,358108URus
5.3.2,Thapsus,384,356110UTha
5.3.2,Sabrata,433,328125UAbr
5.3.2,Syrtis,469,340105WSyr
5.3.2,Numidia,524,360030RNum
5.3.2,Carthage,858,369103PCar
5.4.1,Syrtes,76,314186WSyr
5.4.1,Carthage,215,369103PCar
5.4.1,Syrtis,238,340105WSyr
5.4.1,Aethiopia,912,130350REth
5.4.1,Syrtes,1081,340105WSyr
5.4.1,Cinyps,1145,325144UKin
5.4.1,Neapolis,1196,364107UNea
5.4.1,Abrotonum,1220,328125UAbr
5.4.1,Leptis,1269,326143ULep
5.4.2,Syrtis,28,314186WSyr
5.4.2,Altars of the Philaeni,286,302190SAPh
5.4.2,Syrtis,573,340105WSyr
5.4.2,Syrtes,633,314186WSyr
5.4.2,Syrtis,681,314186WSyr
5.4.2,Cyrene,741,328219PCyr
5.4.3,Castra Cornelia,582,371101UCCo
5.4.3,Acholla,690,351110UAch
5.4.3,Zama,852,361093UZam
5.4.3,Aethiopia,1216,130350REth
5.5.1,Cyrenaica,25,328219PCyr
5.5.1,oracle of Hammon,86,292255SAmm
5.5.1,Cyrene,148,328219PCyr
5.5.1,Berenice,233,321201UEue
5.5.1,Arsinoe,243,325206UTau
5.5.1,Ptolemais,252,327210UPto
5.5.1,Apollonia,263,329220PApo
5.5.1,Cyrene,278,328219PCyr
5.5.1,Berenice,293,321201UEue
5.5.1,Syrtis,355,314186WSyr
5.5.1,Leptis,708,326143ULep
5.5.1,Berenice,731,321201UEue
5.5.1,Arsinoe,743,325206UTau
5.5.1,Teuchira,768,325206UTau
5.5.1,Ptolemais,853,327210UPto
5.5.1,Barce,894,325209UBar
5.5.1,Phycus,967,329216HPhy
5.5.1,Taenarum,1048,364225STai
5.5.1,Laconia,1076,370225RLak
5.5.1,Crete,1094,352252IKre
5.5.1,Cyrene,1146,328219PCyr
5.5.1,Phycus,1216,329216HPhy
5.5.1,Apollonia,1226,329220PApo
5.5.1,Catabathmos,1321,315251UKat
5.5.1,Paraetonium,1432,314272UPar
5.5.1,Syrtis,1459,314186WSyr
5.5.1,Syrtis,1528,314186WSyr
5.5.1,Cyrene,1685,328219PCyr
5.5.2,Greater Syrtis,136,314186WSyr
5.5.2,Mauritania,362,350000RMau
5.5.2,Aethiopia,747,130350REth
5.5.2,Syrtis,908,340105WSyr
5.5.2,Sabrata,1106,328125UAbr
5.5.2,Gades,2053,365-063PGad
5.5.3,Oea,426,329132UOea
5.5.3,Cyrenaica,568,328219PCyr
5.5.3,Catabathmos,581,315251UKat
5.5.3,Syrtis,729,340105WSyr
5.6.1,Libya,50,300070RLib
5.6.1,Mareotis,56,311298WMar
5.6.1,Egypt,83,271307REgy
5.6.1,Mareotoe,159,311298WMar
5.6.1,Catabathmos,187,315251UKat
5.6.1,Paraetonium,202,314272UPar
5.6.1,Apis,255,313270UApi
5.6.1,Egypt,312,271307REgy
5.6.1,Paraetonium,334,314272UPar
5.6.1,Alexandria,393,312299PAle
5.6.1,Cyrene,522,328219PCyr
5.6.1,Alexandria,532,312299PAle
5.6.1,Egypt,641,271307REgy
5.6.1,Carthage,812,369103PCar
5.6.1,Carthage,842,369103PCar
5.6.1,Canopus,854,313300UCan
5.6.1,Nile,888,312301WNil
5.6.1,Tingi,949,358000UTin
5.6.1,Canopus,958,313300UCan
5.7.1,Meninx,114,338109IMen
5.7.1,Meninx,247,338109IMen
5.7.1,Syrtis,391,340105WSyr
5.7.1,Cercina,544,347112IKer
5.7.1,Carthage,783,369103PCar
5.7.1,Lopadusa,886,355126ILop
5.7.1,Gaulos,931,360143IGau
5.7.1,Clypea,1071,368111UAsp
5.7.1,Cosyra,1122,368119IKos
5.7.1,Carthage,1184,369103PCar
5.7.1,Aegimuri,1226,371108IAeg
5.7.1,Sicily,1302,376145RSic
5.7.1,Sardinia,1313,402920ISar
5.8.1,Aethiopia,319,130350REth
5.8.1,Mauritania,545,350000RMau
5.8.1,Nile,1009,312301WNil
5.9.1,Nile,126,312301WNil
5.9.1,Euxine,151,435335WPon
5.9.1,Euxine,196,435335WPon
5.9.1,Maeotis,219,460370WMai
5.9.1,Tanais,296,473393WTan
5.9.1,Egypt,314,271307REgy
5.9.1,Egypt,388,271307REgy
5.9.2,Egypt,0,271307REgy
5.9.2,Nile,188,312301WNil
5.9.2,Egypt,506,271307REgy
5.9.2,Nile,535,312301WNil
5.9.2,Egypt,672,271307REgy
5.9.3,Egypt,18,271307REgy
5.9.3,Aethiopia,42,130350REth
5.9.3,Thebais,65,262327UThe
5.9.3,Tentyrites,249,261326UTen
5.9.3,Antaeopolites,273,268315UAnt
5.9.3,Pelusium,366,310325UPel
5.9.3,oracle,552,292255SAmm
5.9.3,Alexandria,898,312299PAle
5.9.3,Mareotis,918,311298WMar
5.9.3,Libya,930,300070RLib
5.9.4,Nile,46,312301WNil
5.9.4,Moeris,668,294305WMoe
5.9.4,Memphis,704,298313PMem
5.9.4,Egypt,794,271307REgy
5.9.4,oracle,820,292255SAmm
5.9.4,Memphis,865,298313PMem
5.9.4,Nile,920,312301WNil
5.10.1,Nile,35,312301WNil
5.10.1,Mauritania,413,350000RMau
5.10.1,Nile,716,312301WNil
5.10.1,Caesarea,783,366022UIol
5.10.1,Nile,906,312301WNil
5.10.1,Mauritania,971,350000RMau
5.10.1,Mauritania,1253,350000RMau
5.10.1,Aethiopia,1618,130350REth
5.10.1,Aethiopia,1869,130350REth
5.10.1,Aethiopia,2088,130350REth
5.10.1,Meroe,2485,169337UMer
5.10.1,Nile,2790,312301WNil
5.10.1,Cataract,3511,240328UCat
5.10.1,Egypt,3991,271307REgy
5.10.2,Aethiopia,384,130350REth
5.10.3,Nile,4,312301WNil
5.10.3,Pharsalia,1579,393224UPha
5.10.4,Nile,4,312301WNil
5.10.4,Syene,48,241329USye
5.10.4,Aethiopia,75,130350REth
5.10.4,Arabia,188,280400RAra
5.10.4,Philae,235,240328UPhi
5.10.4,Nile,295,312301WNil
5.10.4,Elephantis,630,241329UEle
5.10.4,Elephantis,666,241329UEle
5.10.4,Cataract,729,240328UCat
5.10.4,Syene,754,241329USye
5.10.4,Alexandria,770,312299PAle
5.10.4,Egypt,825,271307REgy
5.11.1,Egypt,21,271307REgy
5.11.1,City of Apollo,307,249328UApo
5.11.1,Leucothea,337,250327UEil
5.11.1,Thebes,380,257326PThe
5.11.1,Coptos,425,259328UCop
5.11.1,Nile,465,312301WNil
5.11.1,India,521,300740RInd
5.11.1,Arabia,531,280400RAra
5.11.1,city of Venus,548,253324UPat
5.11.1,city of Jupiter,583,260323UDio
5.11.1,Tentyris,617,261326UTen
5.11.1,Abydus,642,262319UAby
5.11.1,Libya,732,300070RLib
5.11.1,Ptolemais,812,264318UPto
5.11.1,Panopolis,828,265317UPan
5.11.1,city of Venus,856,268314UAph
5.11.1,Lycon,896,272312ULyk
5.11.1,Thebais,960,262327UThe
5.11.1,city of Mercury,1002,277308UHer
5.11.1,Alabastron,1019,280308UAla
5.11.1,city of Dogs,1031,284307UKyn
5.11.1,city of Hercules,1049,290309UHer
5.11.1,Arsinoe,1101,293308UKro
5.11.1,Memphis,1114,298313PMem
5.11.1,Pyramids,1257,300311GPyr
5.11.1,Labyrinth,1271,293309SLab
5.11.1,Moeris,1289,294305WMoe
5.11.1,Arabia,1443,280400RAra
5.11.1,City of the Sun,1475,301313UHel
5.11.2,Alexandria,67,312299PAle
5.11.2,Mareotis,231,311298WMar
5.11.3,Mareotis,5,311298WMar
5.11.4,Nile,56,312301WNil
5.11.4,Alexandria,389,312299PAle
5.11.4,Mendes,440,310315UMen
5.11.4,Tanis,448,309318UTan
5.11.4,Pelusium,473,310325UPel
5.11.4,Butos,524,312307UBou
5.11.4,Pharbaethos,531,307316UPhb
5.11.4,Leontopolis,544,306313ULeo
5.11.4,Athribis,557,304311UAth
5.11.4,Isis,579,310312UIsi
5.11.4,Busiris,585,309312UBou
5.11.4,Cynopolis,594,284307UKyn
5.11.4,Aphrodites,605,268314UAph
5.11.4,Sais,617,309307USai
5.11.4,Naucratis,627,309306UNau
5.12.1,Arabia,80,280400RAra
5.12.1,Red Sea,109,195390WEry
5.12.1,Arabia,132,280400RAra
5.12.1,Arabia,228,280400RAra
5.12.1,Syria,363,355390RSyr
5.12.1,Casius,419,312331LCas
5.12.1,Red Sea,592,195390WEry
5.12.1,Egypt,623,271307REgy
5.12.1,Gaza,713,315344UGaz
5.12.1,Arsinoe,783,300326UArs
5.12.1,Red Sea,806,195390WEry
5.12.1,Pelusium,856,310325UPel
5.13.1,Syria,31,355390RSyr
5.13.1,Arabia,149,280400RAra
5.13.1,Palaestina,176,320350RPal
5.13.1,Judaea,188,316353UIud
5.13.1,Coele Syria,196,335360RCSy
5.13.1,Phoenice,213,335354RPho
5.13.1,Euphrates,358,353403WEup
5.13.1,Tigris,376,346437WTig
5.13.1,Taurus,419,370332LTau
5.13.1,Sophene,426,387393RSop
5.13.1,Comagene,475,380387RCom
5.13.1,Armenia,492,397443RArm
5.13.1,Adiabene,519,360440RAdi
5.13.1,Cilicia,592,370340RCil
5.13.1,Cilicia,646,370340RCil
5.13.1,Arabia,658,280400RAra
5.13.1,Seleucia Pieria,702,361359USel
5.13.1,Zeugma,721,370379UZeu
5.13.1,Euphrates,743,353403WEup
5.13.1,Phoenice,837,335354RPho
5.13.1,Syria,863,355390RSyr
5.13.1,Syria,913,355390RSyr
5.13.1,Idumaea,937,312347RIdu
5.13.1,Judaea,949,316353UIud
5.13.1,Phoenice,968,335354RPho
5.13.1,Syria,987,355390RSyr
5.14.1,Pelusium,45,310325UPel
5.14.1,Casius,93,312331LCas
5.14.1,Ostracine,164,311334UOst
5.14.1,Pelusium,214,310325UPel
5.14.1,Arabia,248,280400RAra
5.14.1,Sirbonian,291,312332WSer
5.14.1,Idumaea,323,312347RIdu
5.14.1,Palaestina,335,320350RPal
5.14.1,Casius,469,312331LCas
5.14.1,Rhinocolura,524,311338URin
5.14.1,Rhaphea,559,313343URap
5.14.1,Gaza,568,315344UGaz
5.14.1,Anthedon,598,316345UAnt
5.14.1,Samaria,689,322351USeb
5.14.1,Ascalon,698,317345UAsh
5.14.1,Azotus,720,318347UAzo
5.14.1,Iamniae,736,318347UIam
5.14.1,Joppe,778,320348UJop
5.14.1,Apollonia,1095,322348UApo
5.14.1,Caesarea,1146,325349UCae
5.14.1,Palaestina,1288,320350RPal
5.14.1,Arabia,1348,280400RAra
5.14.1,Phoenice,1374,335354RPho
5.14.1,Samaria,1403,322351USeb
5.14.1,Neapolis,1428,322352UNea
5.14.1,Sebaste,1464,322351USeb
5.14.1,Gamala,1528,329357UGam
5.15.1,Idumaea,15,312347RIdu
5.15.1,Samaria,27,322351USeb
5.15.1,Judaea,36,316353UIud
5.15.1,Syria,99,355390RSyr
5.15.1,Galilaea,115,328353RGal
5.15.1,Arabia,156,280400RAra
5.15.1,Egypt,167,271307REgy
5.15.1,Judaea,285,316353UIud
5.15.1,Jordanes,305,318355WJor
5.15.1,Judaea,337,316353UIud
5.15.1,Hiericus,430,318354UHie
5.15.1,Emmaus,521,318349UNik
5.15.1,Lydda,529,319348ULyd
5.15.1,Joppe,536,320348UJop
5.15.1,Hierosolyma,618,318352PJer
5.15.1,Judaea,667,316353UIud
5.15.1,Herodium,701,316352FHer
5.15.2,Jordanes,10,318355WJor
5.15.2,Caesarea,83,332356UPan
5.15.2,Asphaltites,365,315355WAsp
5.15.2,Julias,817,329356UBSa
5.15.2,Tarichea,850,328355UTar
5.15.2,Tiberias,939,327355UTib
5.15.3,Asphaltites,0,315355WAsp
5.15.3,Arabia,286,280400RAra
5.15.3,Machaerus,334,315356UMac
5.15.3,Hierosolyma,379,318352PJer
5.15.3,Judaea,429,316353UIud
5.15.4,Asphaltites,21,315355WAsp
5.15.4,Hierosolyma,873,318352PJer
5.15.4,Masada,1009,313354FMas
5.15.4,Asphaltites,1057,315355WAsp
5.15.4,Judaea,1091,316353UIud
5.16.1,Syria,26,355390RSyr
5.16.1,Judaea,47,316353UIud
5.16.1,Damascus,208,335363UDam
5.16.1,Philadelphia,327,319359UPhi
5.16.1,Arabia,390,280400RAra
5.16.1,Scythopolis,398,325355UScy
5.16.1,Nysa,427,000000LNys
5.16.1,Gadara,574,326356UGad
5.16.1,Dion,665,325358UKap
5.16.1,Pella,671,324356UPel
5.16.1,Trachonitis,875,329364RTra
5.16.1,Caesarea,908,332356UPan
5.16.1,Abila,956,326358UAbi
5.17.1,Phoenice,49,335354RPho
5.17.1,Dorum,148,326349UDor
5.17.1,Sycaminon,158,328350USyk
5.17.1,Ptolemais,585,329351UPto
5.17.1,Ace,612,329351UPto
5.17.1,Tyre,754,333352PTyr
5.17.1,Tyre,960,333352PTyr
5.17.1,Leptis,1046,357109ULep
5.17.1,Utica,1054,371101UUti
5.17.1,Carthage,1065,369103PCar
5.17.1,Gades,1169,365-063PGad
5.17.1,Sarepta,1456,335353USar
5.17.1,Sidon,1487,336354PSid
5.17.1,Thebes,1549,383233PThe
5.17.1,Boeotia,1559,384233RBoi
5.17.2,Libanus,45,339358LLib
5.17.2,Coele Syria,129,335360RCSy
5.17.2,Antilibanus,242,335359LALi
5.17.2,Libanus,289,339358LLib
5.17.2,Palaestina,448,320350RPal
5.17.2,Libanus,499,339358LLib
5.17.2,Berytus,544,339355UBer
5.17.2,Byblos,676,341356PByb
5.17.2,Botrys,684,342357UBot
5.17.2,Trieris,701,340356UTri
5.17.2,Tripolis,719,344358UTri
5.17.2,Orthosia,780,345360UOrt
5.17.2,Eleutheros,800,346360WEle
5.17.2,Marathos,835,348359UMar
5.17.2,Arados,859,349359PAra
5.18.1,Phoenicia,22,335354RPho
5.18.1,Syria,42,355390RSyr
5.18.1,Balanea,83,352359UBal
5.18.1,Paltos,92,353359UPal
5.18.1,Gabale,104,353359UGab
5.18.1,Laodicea,171,355358PLao
5.18.1,Posidium,226,359358UPos
5.18.2,Antiochia,87,362362PAnt
5.18.2,Orontes,151,361360WOro
5.18.2,Seleucia Pieria,181,361359USel
5.18.2,Casius,232,360360LKas
5.18.2,Orontes,715,361360WOro
5.18.2,Heliopolis,750,340362UHel
5.18.2,Libanus,783,339358LLib
5.18.2,Antilibanus,795,335359LALi
5.18.2,Rhosos,823,364359URho
5.18.2,Gates of Syria,851,365362LSyG
5.18.2,Taurus,941,370332LTau
5.18.2,Myriandros,983,366362UMyr
5.18.2,Amanus,1005,371366LAma
5.18.2,Cilicia,1072,370340RCil
5.18.2,Syria,1085,355390RSyr
5.19.1,Syria,67,355390RSyr
5.19.1,Coele Syria,74,335360RCSy
5.19.1,Apamea,102,354364PApa
5.19.1,Hierapolis,210,365379UHie
5.19.1,Chalcis,351,360370UCha
5.19.1,Syria,435,355390RSyr
5.19.1,Cyrrhum,494,367370UKyr
5.19.1,Pagrae,755,364362UPag
5.19.1,Seleucia,849,331445USel
5.19.1,Euphrates,865,353403WEup
5.19.1,Seleucia,890,326358UAbi
5.19.1,Syria,956,355390RSyr
5.19.1,Euphrates,1030,353403WEup
5.19.1,Libanus,1173,339358LLib
5.20.1,Euphrates,96,353403WEup
5.20.1,Armenia,163,397443RArm
5.20.1,Armenia,531,397443RArm
5.20.1,Cappadocia,544,388350RCap
5.20.1,Melitene,694,384384RMel
5.20.1,Cappadocia,707,388350RCap
5.20.1,Armenia,772,397443RArm
