reference,tagged_entity,start_pos,topostext_id
21.10.1,Carthage,3316,369103PCar
21.11.1,Antioch,1580,362362PAnt
21.11.1,Laodicea,1595,378291PLao
21.11.1,Syria,1607,355390RSyr
21.11.1,Phaselis,1641,365306PPha
21.11.1,Italy,1699,406163RIta
21.12.1,Lycia,445,365295RLyc
21.17.1,Italy,53,406163RIta
21.17.1,Cyrene,329,328219PCyr
21.17.1,Cilicia,438,370340RCil
21.17.1,Corycus,474,365342PCor
21.17.1,Olympus,502,363305UOly
21.17.1,Lycia,513,365295RLyc
21.17.1,Centuripa,537,376147PCen
21.17.1,Sicily,550,376145RSic
21.17.1,Thera,605,364255PThe
21.17.1,Cyrene,1102,328219PCyr
21.17.1,Lycia,1376,365295RLyc
21.18.1,Egypt,886,271307REgy
21.19.1,Illyria,320,405195RIll
21.19.1,Narona,424,431176UNar
21.19.2,Leucas,578,387207PLeu
21.19.2,Elis,589,378214PEli
21.19.2,Pamphylia,664,370320RPam
21.20.1,Pannonia,225,450190RPan
21.20.1,Alps,288,441073LAlp
21.20.1,Eporedia,314,45579UEpo
21.23.1,Alexandria,333,312299PAle
21.24.1,Italy,370,406163RIta
21.25.1,Italy,19,406163RIta
21.27.1,Colossae,528,378293UKol
21.28.1,Italy,405,406163RIta
21.29.1,Italy,259,406163RIta
21.29.1,Campania,293,411146RCam
21.29.1,Sounion,316,376240LSou
21.29.1,Chalcidice,355,405233RCha
21.29.1,Crete,370,352252IKre
21.31.1,Attica,705,379239RAtt
21.31.1,Arcadia,1046,375223RArk
21.33.1,Helene,531,377241IHel
21.35.1,Sicily,40,376145RSic
21.35.1,Egypt,93,271307REgy
21.36.1,Parthia,390,370585RPar
21.37.1,Attica,61,379239RAtt
21.37.1,Italy,203,406163RIta
21.38.1,Italy,476,406163RIta
21.39.1,Italy,799,406163RIta
21.40.1,Egypt,270,271307REgy
21.43.1,Padus,116,450120WEri
21.44.1,Pontus,101,435335WPon
21.45.1,Pontus,62,435335WPon
21.45.1,Persis,386,295540RPer
21.46.1,Crete,3,352252IKre
21.49.1,Pontus,580,435335WPon
21.50.1,Egypt,98,271307REgy
21.50.1,Italy,249,406163RIta
21.51.1,Egypt,3,271307REgy
21.51.1,Nile,111,312301WNil
21.51.1,Nile,417,312301WNil
21.51.1,Italy,599,406163RIta
21.52.1,Egypt,3,271307REgy
21.53.1,Italy,125,406163RIta
21.57.1,Sicily,30,376145RSic
21.58.1,Nile,85,312301WNil
21.58.1,Strymon,94,408238WStr
21.64.1,Opus,256,386230POpo
21.68.1,Italy,890,406163RIta
21.69.1,Alps,1303,441073LAlp
21.69.1,Egypt,1386,271307REgy
21.69.1,Crete,1823,352252IKre
21.69.1,Naxos,1842,371255INax
21.69.1,Phoenicia,1871,335354RPho
21.70.1,Rhodes,456,364282IRho
21.70.1,Thera,479,364255PThe
21.70.1,Egypt,500,271307REgy
21.72.1,Coele Syria,119,335360RCSy
21.72.1,Nabataea,215,298353RNab
21.92.1,Galatia,238,401330RGal
21.93.1,Cyprus,191,350330RCyp
21.96.1,Egypt,361,271307REgy
21.106.1,Alexandria,30,312299PAle
22.3.1,Galatia,130,401330RGal
22.3.1,Lusitania,151,390-83RLus
22.5.1,Italy,1356,406163RIta
22.5.1,Italy,1548,406163RIta
22.6.1,Sicily,77,376145RSic
22.6.1,Nola,783,409145UNol
22.11.1,Cilicia,366,370340RCil
22.11.1,Pontus,392,435335WPon
22.12.1,Strymon,404,408238WStr
22.15.1,Egypt,121,271307REgy
22.15.1,Alexandria,2916,312299PAle
22.20.1,Athens,632,380237PAth
22.20.1,Acropolis,683,380237SAkr
22.28.1,Egypt,133,271307REgy
22.32.1,Campania,740,411146RCam
22.42.1,Cilicia,105,370340RCil
22.42.1,Syria,116,355390RSyr
22.42.1,Phoenicia,125,335354RPho
22.47.1,Bithynia,1299,405295RBit
22.48.1,Syria,163,355390RSyr
22.48.1,Cyrene,273,328219PCyr
22.56.1,India,910,300740RInd
22.56.1,Arabia,920,280400RAra
22.82.1,Egypt,51,271307REgy
23.5.1,Syria,155,355390RSyr
23.5.1,Antioch,220,362362PAnt
23.5.1,Laodicea,232,378291PLao
23.20.1,Surrentum,58,406144USur
23.20.1,Surrentum,1608,406144USur
23.21.1,Setia,38,415131USet
23.21.1,Signia,257,417130USig
23.49.1,Iguvium,743,434126UIgu
23.49.1,Flaminian way,766,419125FPFl
23.50.1,Syria,41,355390RSyr
23.52.1,Egypt,47,271307REgy
23.54.1,Sicily,1798,376145RSic
23.62.1,Crustumium,203,420126UCru
23.70.1,Egypt,3,271307REgy
23.70.1,Cyprus,16,350330RCyp
23.80.1,Alexandria,3434,398262UAnt
23.80.1,Ida,3453,397268LIda
24.1.1,Rhodes,1663,364282IRho
24.1.2,Arabia,448,280400RAra
24.1.2,India,459,300740RInd
24.1.2,Red Sea,572,195390WEry
24.2.1,Syrtes,168,314186WSyr
24.5.1,Commagene,202,380387RCom
24.19.1,Egypt,665,271307REgy
24.22.1,Syria,364,355390RSyr
24.22.1,Cyprus,1077,350330RCyp
24.22.1,Syria,1088,355390RSyr
24.25.1,Apollonia,111,407195PApo
24.32.1,Crete,324,352252IKre
24.37.1,Ameria,1256,426124UAme
24.41.1,Ameria,81,426124UAme
24.42.1,Corinth,0,379229PKor
24.42.1,Egypt,167,271307REgy
24.42.1,Syria,177,355390RSyr
24.50.1,Judea,373,316353UIud
24.50.1,Syria,383,355390RSyr
24.51.1,Egypt,39,271307REgy
24.52.1,Egypt,12,271307REgy
24.67.1,Egypt,26,271307REgy
24.67.1,Galatia,181,401330RGal
24.69.1,Nisyrus,98,366272PNis
24.69.1,Rhodes,110,364282IRho
24.75.1,Ida,65,352248LIda
24.91.1,Egypt,6,271307REgy
24.94.1,Egypt,64,271307REgy
24.95.1,Etruria,391,430105RTyr
24.96.1,Crete,124,352252IKre
24.102.1,Arabia,365,280400RAra
24.102.2,India,95,300740RInd
24.102.3,Persia,170,295540RPer
24.102.4,Armenia,72,397443RArm
24.102.4,Cappadocia,84,388350RCap
24.102.5,Cappadocia,49,388350RCap
24.102.5,Mysia,64,375275RMys
24.102.7,Elephantine,39,241329UEle
24.102.7,Ethiopia,74,130350REth
24.102.8,Indus,54,254683WInd
24.102.9,Lebanon,47,339358LLib
24.102.9,Syria,58,355390RSyr
24.102.9,Dicte,74,353263LDik
24.102.9,Crete,83,352252IKre
24.102.9,Babylon,97,325444UBab
24.102.9,Susa,109,322482PSus
24.102.9,Persia,117,295540RPer
24.102.10,Bactria,27,340670RBac
24.102.10,Borysthenes,49,470320WBor
24.102.12,Themiscyra,105,412370UThe
24.102.12,Cilicia,157,370340RCil
24.105.1,Egypt,86,271307REgy
24.105.1,Nile,101,312301WNil
24.118.1,Parnassus,221,385226LPar
24.118.1,Parnassus,541,385226LPar
24.119.1,Babylon,670,325444UBab
25.3.1,Rome,932,419125PRom
25.5.1,Italy,1435,406163RIta
25.5.1,Circeii,1497,412131LKir
25.5.1,Egypt,1813,271307REgy
25.5.1,Egypt,1859,271307REgy
25.5.1,Arabia,2843,280400RAra
25.5.1,Ethiopia,2851,130350REth
25.5.1,Egypt,2864,271307REgy
25.5.1,Arabia,3278,280400RAra
25.6.1,Italy,1432,406163RIta
25.6.2,Rhine,164,507071WRhi
25.6.2,Britain,1096,530-15IBri
25.6.2,Britain,1194,530-15IBri
25.8.1,Arcadia,230,375223RArk
25.8.1,Pheneus,244,379223PPhe
25.8.1,Cyllene,259,379224LKyl
25.8.1,Italy,595,406163RIta
25.8.1,Campania,644,411146RCam
25.11.1,Macedonia,676,408225RMak
25.17.1,Galatia,263,401330RGal
25.20.1,Cilicia,863,370340RCil
25.20.1,Pisidia,875,370306RPis
25.21.2,Oita,710,388223LOit
25.21.2,Pyra,772,388223SPyr
25.21.2,Helicon,849,384228LHel
25.21.2,Oita,937,388223LOit
25.21.2,Pontus,950,435335WPon
25.21.2,Elea,1011,402152PEle
25.21.2,Parnassus,1083,385226LPar
25.21.2,Aitolia,1161,386215RAit
25.21.2,Anticyra,2493,384226PAnt
25.21.2,Italy,2652,406163RIta
25.27.1,Pontus,269,435335WPon
25.30.1,Arcadia,565,375223RArk
25.30.1,Elis,574,378214PEli
25.30.1,Messenia,580,372218RMes
25.30.1,Pholoe,590,378218LPho
25.30.1,Mount Lykaion,604,375220LLyk
25.30.1,Alps,626,441073LAlp
25.30.1,Lycia,669,365295RLyc
25.34.1,Illyria,139,405195RIll
25.34.1,Alps,474,441073LAlp
25.36.1,Cappadocia,787,388350RCap
25.37.1,Orchomenos,335,385230POrc
25.37.1,Marathon,353,381240DMar
25.37.1,Thessaly,791,394223RThs
25.43.1,Scythia,41,475310RSky
25.43.1,Maeotis,119,460370WMai
25.45.1,Thrace,0,410265RThr
25.45.1,Italy,218,406163RIta
25.46.1,Italy,82,406163RIta
25.53.1,Crete,112,352252IKre
25.53.1,Crete,336,352252IKre
25.53.2,Crete,659,352252IKre
25.53.2,Pelion,853,394230LPel
25.53.2,Thessaly,863,394223RThs
25.53.2,Telethrius,882,389232LTel
25.53.2,Euboea,896,385239IEub
25.53.2,Arcadia,919,375223RArk
25.53.2,Laconia,931,370225RLak
25.53.2,Abdera,1363,410250PAbd
25.53.2,Potniae,1468,383233PPot
25.54.1,Pontus,1378,435335WPon
25.54.1,Campania,1672,411146RCam
25.55.1,Cures,115,422127UCur
25.57.1,Bosporus,54,454367WBos
25.60.1,Rome,225,419125PRom
25.64.1,Crete,175,352252IKre
25.64.1,Achaia,194,382219RAch
25.70.1,Arcadia,89,375223RArk
25.70.1,Samothrace,136,405255PSam
25.87.1,Taurus,95,370332LTau
25.87.1,Cilicia,105,370340RCil
25.87.1,Pamphylia,133,370320RPam
25.87.1,Smyrna,147,384271PSmy
25.95.1,Susa,2059,322482PSus
25.95.1,Parthia,2067,370585RPar
25.95.1,Laconia,2088,370225RLak
25.95.1,Crete,2097,352252IKre
25.95.1,Megara,2161,380233PMeg
25.95.1,Attica,2195,379239RAtt
25.100.1,Galatia,320,401330RGal
25.100.1,Colchis,392,431423RCol
25.100.1,Phasis,415,422417WPha
25.100.1,Pontus,548,435335WPon
26.1.1,Italy,93,406163RIta
26.1.1,Italy,182,406163RIta
26.1.1,Illyricum,200,405195RIll
26.1.1,Rome,299,419125PRom
26.3.1,Italy,83,406163RIta
26.3.1,Perusia,173,431124UPer
26.3.1,Egypt,711,271307REgy
26.3.1,Aquitania,934,450010RAqu
26.4.1,Italy,146,406163RIta
26.5.1,Italy,42,406163RIta
26.5.1,Egypt,487,271307REgy
26.5.1,Italy,694,406163RIta
26.6.1,Italy,213,406163RIta
26.8.1,Italy,1667,406163RIta
26.9.1,Pharsalia,831,393224UPha
26.9.1,Carthage,1014,369103PCar
26.9.1,Italy,1194,406163RIta
26.9.1,Rome,1205,419125PRom
26.28.1,Phasis,624,422417WPha
26.29.1,Pheneus,307,379223PPhe
26.29.1,Arcadia,318,375223RArk
26.30.1,Cyprus,256,350330RCyp
26.30.1,Arabia,347,280400RAra
26.30.1,Syria,385,355390RSyr
26.38.1,Colophon,575,381272PCol
26.38.1,Mysia,585,375275RMys
26.38.1,Priene,595,377273PPri
26.38.1,Judea,894,316353UIud
26.55.1,Arretium,260,435119UArr
26.55.1,Illyricum,276,405195RIll
26.62.1,Satyrion,529,404173USat
26.63.1,Sarmatia,859,490315RSar
26.64.1,Italy,271,406163RIta
26.66.1,Crete,424,352252IKre
26.87.1,Lysimachia,1141,405268UKar
27.1.1,Maeotis,853,460370WMai
27.1.1,pillars of Hercules,909,361000LPHe
27.2.1,Heraclea,586,413314PHer
27.2.1,Pontus,598,435335WPon
27.3.1,Aethiopia,402,130350REth
27.3.1,Ida,431,397268LIda
27.3.1,Troad,442,399263RTro
27.3.1,Messenia,455,372218RMes
27.5.1,India,330,300740RInd
27.5.1,Judea,884,316353UIud
27.5.1,Jerusalem,897,318352PJer
27.9.1,Syria,123,355390RSyr
27.14.1,Scythia,66,475310RSky
27.17.1,Crete,231,352252IKre
27.28.1,Pontus,111,435335WPon
27.28.1,Capitoline,565,419125SCap
27.29.1,Taposiris,84,309295UTap
27.29.1,Egypt,97,271307REgy
27.40.1,Italy,971,406163RIta
27.42.1,Thessaly,431,394223RThs
27.55.1,Cassiope,1852,398199UKas
27.59.1,Syria,18,355390RSyr
27.59.1,Parthia,28,370585RPar
27.69.1,Ida,13,397268LIda
27.74.1,Italy,578,406163RIta
27.74.1,Crete,615,352252IKre
27.79.1,Medion,0,388211PMed
27.83.1,Picenum,106,430135RPic
27.85.1,Syria,17,355390RSyr
27.105.1,Pontus,44,435335WPon
27.106.1,Ariminum,7,441126UAri
27.115.1,Crete,64,352252IKre
27.120.1,Egypt,144,271307REgy
27.120.1,Arabia,151,280400RAra
27.120.1,Syria,159,355390RSyr
27.120.1,Cilicia,169,370340RCil
27.120.1,Thrace,243,410265RThr
27.120.1,Phrygia,254,400310RPhr
27.120.1,Attica,367,379239RAtt
27.120.1,Boeotia,378,384233RBoi
28.4.1,Tarpeian Hill,425,419125LTrp
28.4.1,Etruria,564,430105RTyr
28.4.1,Rome,973,419125PRom
28.4.1,Etruria,999,430105RTyr
28.4.1,Rome,1106,419125PRom
28.4.1,Rome,2405,419125PRom
28.5.1,Rome,441,419125PRom
28.5.1,Capitol,477,419125SCap
28.5.2,Rome,39,419125PRom
28.5.2,Rome,560,419125PRom
28.6.1,Cyprus,498,350330RCyp
28.6.1,Rome,556,419125PRom
28.6.1,Tentyris,843,261326UTen
28.6.1,Nile,870,312301WNil
28.14.1,Capitol,2512,419125SCap
28.23.1,Cappadocia,1057,388350RCap
28.23.1,Judea,2131,316353UIud
28.24.2,Lemnos,370,399253ILem
28.27.1,Assos,2762,395263UAss
28.31.1,Sais,252,309307USai
28.32.1,Carpathus,98,356271IKar
28.33.1,Arcadia,1587,375223RArk
28.40.1,Rome,700,419125PRom
28.41.1,Aegira,223,381224PAig
28.42.1,Sardinia,1448,402920ISar
28.67.1,Achaia,478,382219RAch
28.71.1,Rhodes,546,364282IRho
28.81.1,Cyprus,1567,350330RCyp
29.2.1,Cos,214,369273PKos
29.2.1,Selymbria,753,411282USel
29.4.1,Sicily,98,376145RSic
29.5.1,Naples,1205,408142PNea
29.5.1,Appian Way,1801,419125FPAp
29.5.1,Massilia,2522,433054PMas
29.6.1,Rome,202,419125PRom
29.6.1,Peloponnesus,263,375222RPel
29.7.1,Athens,123,380237PAth
29.8.1,City,44,419125PRom
29.8.1,Rome,860,419125PRom
29.8.1,island,955,419125SAsc
29.8.1,Italy,1027,406163RIta
29.8.1,Cadiz,2438,365-063PGad
29.8.1,Pillars of Hercules,2452,361000LPHe
29.8.1,Rome,3726,419125PRom
29.8.1,Rome,3785,419125PRom
29.9.1,Galatia,2269,401330RGal
29.9.1,Attica,2288,379239RAtt
29.9.1,Miletus,2300,375273PMil
29.13.1,Commagene,261,380387RCom
29.13.1,Syria,286,355390RSyr
29.13.1,Syria,625,355390RSyr
29.14.1,Capitoline,76,419125SCap
29.22.1,Rome,836,419125PRom
29.23.1,Rome,1370,419125PRom
29.27.1,Italy,29,406163RIta
29.28.1,Italy,395,406163RIta
29.29.1,Italy,1082,406163RIta
29.29.1,Baetica,1121,372-56RBae
29.30.1,Egypt,275,271307REgy
30.2.1,Persia,29,295540RPer
30.2.1,Media,1087,355480RMed
30.2.1,Telmesus,1692,370273UTel
30.2.1,Thrace,2501,410265RThr
30.2.1,Dardanus,3502,401264UDar
30.2.1,Cyprus,4500,350330RCyp
30.4.1,Britain,328,530-15IBri
30.5.1,Rome,1227,419125PRom
30.6.1,Egypt,1134,271307REgy
30.8.1,Italy,2483,406163RIta
30.10.1,Italy,1144,406163RIta
30.11.1,Astypalaea,795,365264PAst
30.15.1,Iol,581,366022UIol
30.15.1,Astypalaea,595,365264PAst
30.15.1,Baliaric,693,397032IGym
30.15.1,Capreae,789,406143ICap
30.22.1,Sinope,3129,420351PSin
30.30.1,Egypt,847,271307REgy
30.39.1,Sinope,1065,420351PSin
30.43.1,Astypalaea,2019,365264PAst
30.52.1,Sardinia,133,402920ISar
30.52.1,Campania,636,411146RCam
30.53.1,Styx,1277,380222WSty
31.2.1,Pyrenees,144,426007LPyr
31.2.1,Puteoli,407,408141PDik
31.2.1,Campania,418,411146RCam
31.2.1,Liguria,442,443083RLig
31.2.1,Sextiae,455,435054UCol
31.2.1,Baiae,554,408141PBai
31.2.1,Baiae,906,408141PBai
31.3.1,Avernus,337,408141WAve
31.3.1,Puteoli,348,408141PDik
31.3.1,Athens,417,380237PAth
31.4.1,Campania,3,411146RCam
31.4.1,Sinuessa,34,411139USin
31.5.1,Aenaria,28,408139IPit
31.5.1,Teanum,150,412141UTea
31.5.1,Sidicinum,157,413140RSid
31.5.1,Stabiae,176,407145USta
31.5.1,Venafrum,217,415140UVen
31.5.1,Taurus,350,370332LTau
31.5.1,Ethiopia,593,130350REth
31.6.1,Rome,5,419125PRom
31.7.1,Thespiae,14,383232PThe
31.7.1,Arcadia,77,375223RArk
31.7.1,Arcadia,116,375223RArk
31.7.1,Pyrrha,182,391262PPyr
31.8.1,Cydnus,171,369349WKyd
31.8.1,Cilicia,190,370340RCil
31.8.1,Troezen,323,375234PTro
31.8.1,Puteoli,749,408141PDik
31.8.1,Naples,761,408142PNea
31.8.1,Reate,886,424129URea
31.9.1,Hestiaeotis,25,395217RHes
31.9.1,Thurii,216,397164PTho
31.9.1,Crathis,227,397165WCra
31.10.1,Sybaris,82,397165PSyb
31.10.1,Crathis,167,397165WCra
31.10.1,Macedonia,238,408225RMak
31.10.1,Haliacmon,311,403218WHal
31.10.1,Axius,333,411225WAxi
31.10.1,Lusi,542,380221PLou
31.10.1,Arcadia,550,375223RArk
31.11.1,Boeotia,3,384233RBoi
31.11.1,temple,18,384229PLeb
31.12.1,Cilicia,3,370340RCil
31.12.1,Cea,147,376243IKeo
31.12.1,Zama,197,361093UZam
31.13.1,Andros,188,378248PAnd
31.14.1,Soli,49,367345PSol
31.14.1,Cilicia,57,370340RCil
31.14.1,Ethiopia,143,130350REth
31.14.1,India,188,300740RInd
31.14.1,Ecbatana,280,348485UEcb
31.14.1,Scotussa,331,394226PSko
31.14.1,Arabia,619,280400RAra
31.16.1,Celaenae,76,381302PApa
31.16.1,Cyzicus,219,404279UCyz
31.17.1,Crannon,3,395223UKra
31.17.1,Rhine,181,507071WRhi
31.17.1,Mattiaion,206,501082UAqu
31.18.1,India,246,300740RInd
31.18.1,Avernus,361,408141WAve
31.18.1,Limyra,665,363302PLim
31.18.1,Bithynia,983,405295RBit
31.18.1,Judea,1653,316353UIud
31.19.1,Armenia,72,397443RArm
31.19.1,Danube,230,442277WIst
31.19.1,Lydia,455,385280RLyd
31.19.1,Arcadia,492,375223RArk
31.19.1,Pheneus,509,379223PPhe
31.19.1,Styx,560,380222WSty
31.19.1,Thrace,773,410265RThr
31.19.1,Leontini,813,373150PLeo
31.19.1,Nonacris,1154,380222PNon
31.19.1,Arcadia,1166,375223RArk
31.19.1,Tempe,1361,399227LTem
31.19.1,Thessaly,1370,394223RThs
31.19.1,Macedonia,1751,408225RMak
31.20.1,Aedepsus,102,389230PAid
31.20.1,Euboea,114,385239IEub
31.20.1,Eurymenae,184,398228PEur
31.20.1,Colossae,244,378293UKol
31.20.1,Scyros,326,389246PSky
31.20.1,Mieza,522,406221SNym
31.20.1,Macedonia,531,408225RMak
31.20.1,Chersonesus,733,368281LChe
31.20.1,Rhodes,757,364282IRho
31.21.1,Parthia,2406,370585RPar
31.21.1,Eulaeus,2449,331474WEul
31.21.1,Tigris,2662,346437WTig
31.21.1,Euphrates,2670,353403WEup
31.22.1,Troezen,289,375234PTro
31.22.1,Red Sea,368,195390WEry
31.24.1,Rome,109,419125PRom
31.24.1,Aqua Marcia,121,419125AqMa
31.24.1,Fucine lake,338,420135WFuc
31.24.1,Rome,379,419125PRom
31.24.1,Tibur,431,420128UTib
31.24.1,Rome,564,419125PRom
31.25.1,Aqua Virgo,34,419125AqVi
31.25.1,Rome,48,419125PRom
31.25.1,Praeneste,129,418129UPra
31.25.1,Aqua Virgo,190,419125AqVi
31.25.1,Aqua Marcia,319,419125AqMa
31.25.1,Aqua Virgo,369,419125AqVi
31.25.1,Rome,406,419125PRom
31.26.1,Olympus,449,401224LOly
31.26.1,Ossa,458,398227LOss
31.26.1,Parnassus,464,385226LPar
31.26.1,Apennines,479,425136LApe
31.26.1,Alps,498,441073LAlp
31.26.1,Crete,629,352252IKre
31.28.1,Macedonia,1665,408225RMak
31.28.1,Pella,1678,408225PPel
31.28.1,Chios,1906,384261PChi
31.28.1,Athens,1979,380237PAth
31.28.1,Enneacrunos,1987,380237BKal
31.28.1,Olynthus,2315,403234POly
31.28.1,Sicily,2369,376145RSic
31.28.1,Messana,2401,382156PMes
31.28.1,Mylae,2413,382152PMyl
31.28.1,Apollonia,2511,424277PApo
31.28.1,Pontus,2524,435335WPon
31.28.1,Narnia,2739,425125UNeq
31.29.1,Borysthenes,411,470320WBor
31.29.1,Bosphorus,536,454367WBos
31.29.1,Nile,651,312301WNil
31.29.1,Egypt,676,271307REgy
31.30.1,Haemus,179,428247LHae
31.30.1,Crete,511,352252IKre
31.30.1,Arcadia,537,351253PArk
31.30.1,Pheneus,825,379223PPhe
31.30.1,Arcadia,836,375223RArk
31.30.1,Magnesia,1032,397227RMag
31.30.1,Caria,1127,370287RKar
31.30.1,Arethusa,1275,371153WAre
31.30.1,Syracuse,1287,371153PSyr
31.30.1,Alpheus,1362,376215WAlp
31.30.1,Chersonesus,1444,368281LChe
31.30.1,Babylon,1539,325444UBab
31.30.1,Borysthenes,1603,470320WBor
31.30.1,Hypanis,1739,469320WHyp
31.30.1,Hypanis,1801,469320WHyp
31.30.1,Borysthenes,1864,470320WBor
31.32.1,Segesta,1432,379128PAig
31.32.1,Sicily,1443,376145RSic
31.32.1,Larisa,1454,396261PLar
31.32.1,Troad,1468,399263RTro
31.32.1,Magnesia,1478,397227RMag
31.32.1,Melos,1491,367244PMel
31.32.1,Lipara,1501,385150PLip
31.32.1,Patavium,1649,454119UPat
31.33.1,Egypt,467,271307REgy
31.39.1,Sicily,292,376145RSic
31.39.1,Gela,352,371143PGel
31.39.1,Phrygia,393,400310RPhr
31.39.1,Cappadocia,402,388350RCap
31.39.1,Aspendus,421,369312PAsp
31.39.1,Citium,1013,349336PKit
31.39.1,Cyprus,1023,350330RCyp
31.39.1,Memphis,1041,298313PMem
31.39.1,Caspian Gates,1223,353522LCas
31.39.1,Bactria,1329,340670RBac
31.39.1,Oxus,1362,372673WOxu
31.39.1,Pagasae,1540,393229PPag
31.39.1,India,1703,300740RInd
31.39.1,Cappadocia,1900,388350RCap
31.39.1,Arabia,2092,280400RAra
31.39.1,Pelusium,2174,310325UPel
31.39.1,Egypt,2341,271307REgy
31.39.1,Arabia,2351,280400RAra
31.39.1,Cyrenaica,2514,328219PCyr
31.39.1,Utica,3843,371101UUti
31.39.1,Crete,4035,352252IKre
31.39.1,Egypt,4112,271307REgy
31.39.1,Nile,4198,312301WNil
31.39.1,Babylon,4270,325444UBab
31.39.1,Cappadocia,4421,388350RCap
31.39.1,Chaonia,4497,403197RCha
31.41.1,Salamis,42,352339PSal
31.41.1,Cyprus,53,350330RCyp
31.41.1,Tarentum,84,405172PTar
31.41.1,Phrygia,107,400310RPhr
31.41.1,Cappadocia,202,388350RCap
31.41.1,Citium,305,349336PKit
31.41.1,Agrigentum,900,373136PAkr
31.41.1,Memphis,997,298313PMem
31.41.1,Oxus,1025,372673WOxu
31.41.1,Centuripae,1041,376147PCen
31.41.1,Gela,1083,371143PGel
31.41.1,Sicily,1097,376145RSic
31.41.1,Baetica,1433,372-56RBae
31.41.1,Attica,1567,379239RAtt
31.41.1,Euboea,1578,385239IEub
31.41.1,Megara,1660,380233PMeg
31.42.1,Egypt,383,271307REgy
31.42.1,Nile,445,312301WNil
31.43.1,Mauretania,761,350000RMau
31.43.1,Carteia,779,362000UCar
31.43.1,Baetica,790,372-56RBae
31.43.1,Clazomenae,893,384268PKla
31.43.1,Pompeii,940,407145PPom
31.43.1,Leptis,952,357109ULep
31.43.1,Antipolis,968,436072UAnt
31.43.1,Thurii,982,397164PTho
31.43.1,Delmatia,1023,435167RDal
31.44.1,Forum Julii,257,434067UFIo
31.46.1,Media,313,355480RMed
31.46.1,Thrace,405,410265RThr
31.46.1,Philippi,417,410243PPhi
31.46.1,Clitae,727,409228UKli
31.46.1,Macedonia,737,408225RMak
31.46.1,Egypt,1564,271307REgy
31.46.1,Nile,1779,312301WNil
31.46.1,Nile,1822,312301WNil
31.46.1,Macedonia,1926,408225RMak
31.46.1,Chalcis,2292,385236PCha
31.46.1,Egypt,2657,271307REgy
31.46.1,Naucratis,2705,309306UNau
31.46.1,Memphis,2719,298313PMem
31.46.1,Memphis,2744,298313PMem
31.46.1,Egypt,3987,271307REgy
31.47.1,Antiphellus,5171,362296UAnt
31.47.1,Lycia,5214,365295RLyc
32.1.1,Actium,1498,389207LAkt
32.1.1,Astura,1799,414128UAst
32.1.1,Antium,1809,415126UAnt
32.1.1,Rome,1921,419125PRom
32.3.1,India,895,300740RInd
32.4.1,Arabia,23,280400RAra
32.4.1,Arabia,229,280400RAra
32.6.1,Mauretania,155,350000RMau
32.7.1,Helorus,176,368151PHel
32.7.1,Sicily,199,376145RSic
32.7.1,Syracuse,219,371153PSyr
32.7.1,Chios,330,384261PChi
32.8.1,Myra,7,363300UMyr
32.8.1,Lycia,15,365295RLyc
32.8.1,Hieropolis,283,365379UHie
32.8.1,Syria,297,355390RSyr
32.8.1,Stabiae,492,407145USta
32.8.1,Campania,503,411146RCam
32.9.1,Clazomenae,114,384268PKla
32.9.1,Sicily,151,376145RSic
32.9.1,Leptis,159,357109ULep
32.9.1,Euboea,177,385239IEub
32.9.1,Dyrrhachium,189,413194PEpi
32.9.1,Cephallania,261,382206IKep
32.9.1,Paros,283,371252PPar
32.9.1,Delos,306,374253PDel
32.9.1,Delos,337,374253PDel
32.9.1,Beneventum,758,411148PBen
32.9.1,Italy,772,406163RIta
32.10.1,Rome,70,419125PRom
32.11.1,Red Sea,213,195390WEry
32.11.1,Stoechades,352,432054ISto
32.11.1,Aeolian Islands,404,385150IAio
32.11.1,Drepana,432,380125UDre
32.11.1,Naples,482,408142PNea
32.11.1,Campania,492,411146RCam
32.11.1,Erythrae,514,384265PEry
32.13.1,Pontus,1145,435335WPon
32.13.1,Galatia,1156,401330RGal
32.19.1,Nile,1684,312301WNil
32.21.1,Grynium,413,389271UGry
32.21.1,Myrina,425,388270PMyr
32.21.2,Illyricum,55,405195RIll
32.21.2,Circeii,102,412131LKir
32.21.3,Brundisium,238,406179PBru
32.21.3,Avernus,271,408141WAve
32.21.3,Lake Lucrinus,362,408141WLuc
32.21.4,Lake Lucrinus,347,408141WLuc
32.21.4,Ilici,468,382000UIli
32.21.4,Coryphas,500,394268UKor
32.21.4,Histria,531,450139RHis
32.21.4,Circeii,561,412131LKir
32.22.1,Crete,243,352252IKre
32.31.2,Egypt,310,271307REgy
32.31.3,Taposiris,479,309295UTap
32.31.3,Egypt,492,271307REgy
32.43.1,Nile,285,312301WNil
32.53.1,India,645,300740RInd
32.53.1,Ethiopia,655,130350REth
32.53.1,Syria,668,355390RSyr
32.53.1,Ceylon,801,073805ITap
32.53.3,Baetica,416,372-56RBae
32.53.3,Black Sea,555,435335WPon
32.53.3,Maeotis,575,460370WMai
32.53.3,Maeotis,695,460370WMai
32.53.3,Black Sea,712,435335WPon
32.53.3,Maeotis,2538,460370WMai
32.53.3,Mytilene,2987,391265PMyt
32.53.3,Tyndaris,2997,381150PTyn
32.53.3,Salonae,3007,435165USal
32.53.3,Altinum,3016,455124UAlt
